Race Number,Track,Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts,Track Type
7,Charlotte,38,23,43,   Bubba Wallace,U.S. Air Force   (Richard Petty Motorsports),Chevrolet,164,vibration,0,1,0,Oval
7,Charlotte,39,20,14,   Clint Bowyer,Rush / Mobil Delvac 1   (Stewart Haas Racing),Ford,96,crash,0,1,0,Oval
7,Charlotte,40,2,48,   Jimmie Johnson,Ally Patriotic   (Rick Hendrick),Chevrolet,405,disqualified,6,1,0,Oval
8,Charlotte,1,19,9,   Chase Elliott,Kelley Blue Book   (Rick Hendrick),Chevrolet,208,running,28,49,5,Oval
8,Charlotte,2,29,11,   Denny Hamlin,FedEx #SupportSmall   (Joe Gibbs),Toyota,208,running,0,35,0,Oval
8,Charlotte,3,18,12,   Ryan Blaney,Body Armor   (Roger Penske),Ford,208,running,2,52,0,Oval
8,Charlotte,4,24,47,   Ricky Stenhouse Jr,Kroger / Tyson / Oscar Meyer / Kingsford   (JTG-Daugherty Racing),Chevrolet,208,running,0,38,0,Oval
8,Charlotte,5,14,1,   Kurt Busch,Monster Energy   (Chip Ganassi),Chevrolet,208,running,0,40,0,Oval
8,Charlotte,6,8,22,   Joey Logano,Shell / Pennzoil   (Roger Penske),Ford,208,running,42,49,1,Oval
8,Charlotte,7,20,2,   Brad Keselowski,Discount Tire   (Roger Penske),Ford,208,running,0,30,0,Oval
8,Charlotte,8,7,3,   Austin Dillon,Bass Pro Shops / Tracker Off Road   (Richard Childress),Chevrolet,208,running,0,37,0,Oval
8,Charlotte,9,15,19,   Martin Truex Jr,Bass Pro Shops / Tracker Boats & ATVs   (Joe Gibbs),Toyota,208,running,0,28,0,Oval
8,Charlotte,10,16,4,   Kevin Harvick,Busch Light #FaceAtTheRace   (Stewart Haas Racing),Ford,208,running,63,40,0,Oval
8,Charlotte,11,40,48,   Jimmie Johnson,Ally   (Rick Hendrick),Chevrolet,208,running,0,26,0,Oval
8,Charlotte,12,1,24,   William Byron,Axalta   (Rick Hendrick),Chevrolet,208,running,11,25,0,Oval
8,Charlotte,13,5,38,   John H. Nemechek,Scag Power Equipment   (Bob Jenkins),Ford,208,running,0,27,0,Oval
8,Charlotte,14,13,8,   Tyler Reddick,Okuma   (Richard Childress),Chevrolet,208,running,0,23,0,Oval
8,Charlotte,15,4,21,   Matt DiBenedetto,Menards / Richmond   (Wood Brothers),Ford,208,running,10,30,0,Oval
8,Charlotte,16,39,14,   Clint Bowyer,Peak   (Stewart Haas Racing),Ford,208,running,0,21,0,Oval
8,Charlotte,17,27,6,   Ryan Newman,Roush Performance   (Jack Roush),Ford,208,running,0,20,0,Oval
8,Charlotte,18,9,41,   Cole Custer,Autodesk / HaasTooling.com   (Stewart Haas Racing),Ford,208,running,0,19,0,Oval
8,Charlotte,19,23,32,   Corey LaJoie,Superior Logistics   (Archie St. Hilaire),Ford,208,running,0,18,0,Oval
8,Charlotte,20,6,10,   Aric Almirola,Smithfield Patriotic   (Stewart Haas Racing),Ford,208,running,0,17,0,Oval
8,Charlotte,21,12,95,   Christopher Bell,Procore   (Leavine Family Racing),Toyota,208,running,0,18,0,Oval
8,Charlotte,22,11,17,   Chris Buescher,Fastenal   (Jack Roush),Ford,208,running,0,16,0,Oval
8,Charlotte,23,26,42,   Matt Kenseth,Credit One Bank   (Chip Ganassi),Chevrolet,207,running,0,14,0,Oval
8,Charlotte,24,22,37,   Ryan Preece,Cottonelle   (JTG-Daugherty Racing),Chevrolet,207,running,0,13,0,Oval
8,Charlotte,25,3,34,   Michael McDowell,CarParts.com   (Bob Jenkins),Ford,207,running,1,12,0,Oval
8,Charlotte,26,10,20,   Erik Jones,Craftsman   (Joe Gibbs),Toyota,207,running,0,11,0,Oval
8,Charlotte,27,25,13,   Ty Dillon,"GEICO ""Hump Day""   (Germain Racing)",Chevrolet,207,running,0,10,0,Oval
8,Charlotte,28,28,96,   Daniel Suarez,Today. Tomorrow. Toyota Patriotic   (Gaunt Brothers),Toyota,207,running,0,9,0,Oval
8,Charlotte,29,17,18,   Kyle Busch,M&M's Fudge Brownie   (Joe Gibbs),Toyota,207,running,0,8,0,Oval
8,Charlotte,30,31,27,   Gray Gaulding,Panini America   (Rick Ware),Ford,206,running,0,7,0,Oval
8,Charlotte,31,2,88,   Alex Bowman,ChevyGoods.com / NOCO   (Rick Hendrick),Chevrolet,206,running,51,22,1,Oval
8,Charlotte,32,35,0,   Quin Houff,Good Greek Movers   (StarCom Racing),Chevrolet,205,running,0,5,0,Oval
8,Charlotte,33,34,66,   Timmy Hill,RoofClaim.com   (Carl Long),Toyota,205,running,0,0,0,Oval
8,Charlotte,34,21,77,   J.J. Yeley,Aquesta Bank   (Spire Motorsports),Chevrolet,204,running,0,0,0,Oval
8,Charlotte,35,32,78,   B.J. McLeod,Circle Track Warehouse Auction   (B.J. McLeod),Ford,203,running,0,0,0,Oval
8,Charlotte,36,37,7,   Josh Bilicki,"Strutmasters.com Patriotic   (Tommy Baldwin, Jr.)",Chevrolet,200,running,0,0,0,Oval
8,Charlotte,37,38,43,   Bubba Wallace,World Wide Technology   (Richard Petty Motorsports),Chevrolet,165,crash,0,2,0,Oval
8,Charlotte,38,30,15,   Brennan Poole,Spartan Mosquito Pro Tech   (Rick Ware),Chevrolet,86,crash,0,1,0,Oval
8,Charlotte,39,36,51,   Joey Gase,Agri Supply / Carolina Cooker Patriotic   (Rick Ware),Ford,8,dvp,0,0,0,Oval
8,Charlotte,40,33,53,   Garrett Smithley,DreamGiveaway.com   (Rick Ware),Chevrolet,0,crash,0,0,0,Oval
9,Bristol,1,1,2,   Brad Keselowski,Discount Tire   (Roger Penske),Ford,500,running,115,50,5,Oval
9,Bristol,2,23,14,   Clint Bowyer,Built Ford Proud   (Stewart Haas Racing),Ford,500,running,0,40,0,Oval
9,Bristol,3,24,48,   Jimmie Johnson,Ally   (Rick Hendrick),Chevrolet,500,running,0,35,0,Oval
9,Bristol,4,7,18,   Kyle Busch,Skittles   (Joe Gibbs),Toyota,500,running,100,39,0,Oval
9,Bristol,5,15,20,   Erik Jones,Stanley   (Joe Gibbs),Toyota,500,running,0,35,0,Oval
9,Bristol,6,20,3,   Austin Dillon,Symbicort   (Richard Childress),Chevrolet,500,running,0,31,0,Oval
9,Bristol,7,12,1,   Kurt Busch,Monster Energy   (Chip Ganassi),Chevrolet,500,running,0,30,0,Oval
9,Bristol,8,13,24,   William Byron,Axalta   (Rick Hendrick),Chevrolet,500,running,0,33,0,Oval
9,Bristol,9,35,95,   Christopher Bell,JBL   (Leavine Family Racing),Toyota,500,running,0,28,0,Oval
9,Bristol,10,36,43,   Bubba Wallace,Victory Junction   (Richard Petty Motorsports),Chevrolet,500,running,0,27,0,Oval
9,Bristol,11,8,4,   Kevin Harvick,Hunt Brothers Pizza   (Stewart Haas Racing),Ford,500,running,0,39,0,Oval
9,Bristol,12,33,37,   Ryan Preece,Bush's Beans   (JTG-Daugherty Racing),Chevrolet,500,running,0,25,0,Oval
9,Bristol,13,18,38,   John H. Nemechek,Scag Power Equipment   (Bob Jenkins),Ford,500,running,0,24,0,Oval
9,Bristol,14,25,34,   Michael McDowell,Love's Travel Stops / Luber Finer   (Bob Jenkins),Ford,500,running,0,23,0,Oval
9,Bristol,15,17,6,   Ryan Newman,Castrol   (Jack Roush),Ford,500,running,0,22,0,Oval
9,Bristol,16,14,42,   Matt Kenseth,McDonald's   (Chip Ganassi),Chevrolet,500,running,0,21,0,Oval
9,Bristol,17,10,11,   Denny Hamlin,FedEx Express   (Joe Gibbs),Toyota,500,running,131,32,0,Oval
9,Bristol,18,37,96,   Daniel Suarez,It's Good to Be Genuine   (Gaunt Brothers),Toyota,500,running,0,19,0,Oval
9,Bristol,19,38,66,   Timmy Hill,Pit Boss Grills   (Carl Long),Toyota,500,running,0,0,0,Oval
9,Bristol,20,5,19,   Martin Truex Jr,Auto Owners Insurance   (Joe Gibbs),Toyota,500,running,0,17,0,Oval
9,Bristol,21,3,22,   Joey Logano,Auto Trader   (Roger Penske),Ford,500,running,2,29,0,Oval
9,Bristol,22,6,9,   Chase Elliott,NAPA Auto Parts   (Rick Hendrick),Chevrolet,500,running,88,35,2,Oval
9,Bristol,23,19,17,   Chris Buescher,Sunny D   (Jack Roush),Ford,496,running,0,15,0,Oval
9,Bristol,24,34,15,   Brennan Poole,Spartan Mosquito Pro Tech   (Rick Ware),Chevrolet,494,running,0,13,0,Oval
9,Bristol,25,40,7,   J.J. Yeley,"PCA / 4URx   (Tommy Baldwin, Jr.)",Chevrolet,492,running,0,0,0,Oval
9,Bristol,26,31,77,   Garrett Smithley,Spire Motorsports,Chevrolet,489,running,0,0,0,Oval
9,Bristol,27,28,0,   Quin Houff,Mane 'n Tail   (StarCom Racing),Chevrolet,483,running,0,10,0,Oval
9,Bristol,28,39,78,   B.J. McLeod,Circle Track Warehouse Auction   (B.J. McLeod),Ford,477,crash,0,0,0,Oval
9,Bristol,29,2,10,   Aric Almirola,Smithfield   (Stewart Haas Racing),Ford,470,crash,0,15,0,Oval
9,Bristol,30,30,27,   Gray Gaulding,Panini America   (Rick Ware),Ford,456,crash,0,7,0,Oval
9,Bristol,31,9,21,   Matt DiBenedetto,Reese / Draw-Tite   (Wood Brothers),Ford,456,running,4,10,0,Oval
9,Bristol,32,32,32,   Corey LaJoie,Enlisted Nine / JDog Brands   (Archie St. Hilaire),Ford,375,fuel pressure,0,5,0,Oval
9,Bristol,33,27,51,   Joey Gase,Rick Ware,Chevrolet,302,too slow,0,0,0,Oval
9,Bristol,34,16,47,   Ricky Stenhouse Jr,Kroger / Purina / Bush's Beans   (JTG-Daugherty Racing),Chevrolet,228,crash,0,5,0,Oval
9,Bristol,35,22,41,   Cole Custer,HaasTooling.com   (Stewart Haas Racing),Ford,228,crash,0,2,0,Oval
9,Bristol,36,21,8,   Tyler Reddick,Alsco Uniforms   (Richard Childress),Chevrolet,228,crash,0,1,0,Oval
9,Bristol,37,11,88,   Alex Bowman,ChevyGoods.com / Adam's Polishes   (Rick Hendrick),Chevrolet,228,crash,0,1,0,Oval
9,Bristol,38,26,53,   Bayley Currey,Belmont Classic Cars   (Rick Ware),Chevrolet,203,crash,0,0,0,Oval
9,Bristol,39,29,13,   Ty Dillon,GEICO   (Germain Racing),Chevrolet,201,crash,0,1,0,Oval
9,Bristol,40,4,12,   Ryan Blaney,Menards / Richmond   (Roger Penske),Ford,199,crash,60,10,0,Oval
10,Atlanta,1,9,4,   Kevin Harvick,Busch Light #ForTheFarmers   (Stewart Haas Racing),Ford,325,running,151,51,5,Super Speedway
10,Atlanta,2,4,18,   Kyle Busch,M&M's Fudge Brownie   (Joe Gibbs),Toyota,325,running,7,52,0,Super Speedway
10,Atlanta,3,11,19,   Martin Truex Jr,Auto Owners Insurance   (Joe Gibbs),Toyota,325,running,65,54,2,Super Speedway
10,Atlanta,4,7,12,   Ryan Blaney,Advance Auto Parts   (Roger Penske),Ford,325,running,2,43,0,Super Speedway
10,Atlanta,5,10,11,   Denny Hamlin,FedEx #SupportSmall   (Joe Gibbs),Toyota,325,running,0,46,0,Super Speedway
10,Atlanta,6,12,1,   Kurt Busch,Monster Energy   (Chip Ganassi),Chevrolet,325,running,1,31,0,Super Speedway
10,Atlanta,7,15,48,   Jimmie Johnson,Ally   (Rick Hendrick),Chevrolet,325,running,0,33,0,Super Speedway
10,Atlanta,8,1,9,   Chase Elliott,NAPA Auto Parts   (Rick Hendrick),Chevrolet,325,running,26,40,0,Super Speedway
10,Atlanta,9,6,2,   Brad Keselowski,Auto Trader   (Roger Penske),Ford,325,running,5,31,0,Super Speedway
10,Atlanta,10,3,22,   Joey Logano,Shell / Pennzoil   (Roger Penske),Ford,325,running,10,27,0,Super Speedway
10,Atlanta,11,16,3,   Austin Dillon,Symbicort   (Richard Childress),Chevrolet,324,running,0,26,0,Super Speedway
10,Atlanta,12,8,88,   Alex Bowman,Axalta   (Rick Hendrick),Chevrolet,324,running,0,25,0,Super Speedway
10,Atlanta,13,22,47,   Ricky Stenhouse Jr,NOS Energy Drink   (JTG-Daugherty Racing),Chevrolet,324,running,0,28,0,Super Speedway
10,Atlanta,14,17,6,   Ryan Newman,Progressive Insurance   (Jack Roush),Ford,324,running,0,23,0,Super Speedway
10,Atlanta,15,19,42,   Matt Kenseth,Credit One Bank   (Chip Ganassi),Chevrolet,324,running,0,22,0,Super Speedway
10,Atlanta,16,24,8,   Tyler Reddick,Roland   (Richard Childress),Chevrolet,324,running,0,21,0,Super Speedway
10,Atlanta,17,2,10,   Aric Almirola,Smithfield   (Stewart Haas Racing),Ford,324,running,0,20,0,Super Speedway
10,Atlanta,18,27,95,   Christopher Bell,Rheem   (Leavine Family Racing),Toyota,324,running,0,19,0,Super Speedway
10,Atlanta,19,31,41,   Cole Custer,HaasTooling.com   (Stewart Haas Racing),Ford,324,running,0,18,0,Super Speedway
10,Atlanta,20,5,14,   Clint Bowyer,Busch Light #ForTheFarmers   (Stewart Haas Racing),Ford,324,running,58,27,0,Super Speedway
10,Atlanta,21,23,43,   Bubba Wallace,McDonald's   (Richard Petty Motorsports),Chevrolet,324,running,0,16,0,Super Speedway
10,Atlanta,22,13,17,   Chris Buescher,Fastenal / MCR Safety   (Jack Roush),Ford,324,running,0,15,0,Super Speedway
10,Atlanta,23,18,38,   John H. Nemechek,Yanmar   (Bob Jenkins),Ford,324,running,0,14,0,Super Speedway
10,Atlanta,24,36,34,   Michael McDowell,FR8 Auctions   (Bob Jenkins),Ford,324,running,0,13,0,Super Speedway
10,Atlanta,25,21,21,   Matt DiBenedetto,Menards / Knauf   (Wood Brothers),Ford,324,running,0,16,0,Super Speedway
10,Atlanta,26,29,37,   Ryan Preece,Kroger / Hershey's / Kingsford / Scott   (JTG-Daugherty Racing),Chevrolet,323,running,0,11,0,Super Speedway
10,Atlanta,27,25,32,   Corey LaJoie,Built Bar   (Archie St. Hilaire),Ford,323,running,0,10,0,Super Speedway
10,Atlanta,28,14,20,   Erik Jones,Stanley Tools   (Joe Gibbs),Toyota,322,running,0,12,0,Super Speedway
10,Atlanta,29,28,13,   Ty Dillon,GEICO   (Germain Racing),Chevrolet,322,running,0,8,0,Super Speedway
10,Atlanta,30,33,15,   Brennan Poole,Spartan Mosquito   (Rick Ware),Chevrolet,321,running,0,7,0,Super Speedway
10,Atlanta,31,37,96,   Daniel Suarez,Coca-Cola   (Gaunt Brothers),Toyota,316,running,0,6,0,Super Speedway
10,Atlanta,32,35,0,   Quin Houff,Units   (StarCom Racing),Chevrolet,314,running,0,5,0,Super Speedway
10,Atlanta,33,20,24,   William Byron,Liberty University   (Rick Hendrick),Chevrolet,313,running,0,4,0,Super Speedway
10,Atlanta,34,32,27,   Josh Bilicki,Insurance King   (Rick Ware),Ford,313,running,0,0,0,Super Speedway
10,Atlanta,35,34,53,   Garrett Smithley,Hero Box   (Rick Ware),Chevrolet,312,running,0,0,0,Super Speedway
10,Atlanta,36,30,77,   J.J. Yeley,Greenville Swamp Rabbits   (Spire Motorsports),Chevrolet,311,running,0,0,0,Super Speedway
10,Atlanta,37,40,7,   Reed Sorenson,"Tommy Baldwin, Jr.",Chevrolet,310,running,0,1,0,Super Speedway
10,Atlanta,38,26,51,   Joey Gase,Donate Life   (Rick Ware),Ford,308,running,0,0,0,Super Speedway
10,Atlanta,39,38,66,   Timmy Hill,RoofClaim.com   (Carl Long),Toyota,259,electrical,0,0,0,Super Speedway
10,Atlanta,40,39,78,   B.J. McLeod,Circle Track Warehouse   (B.J. McLeod),Chevrolet,3,clutch,0,0,0,Super Speedway
11,Martinsville,1,5,19,   Martin Truex Jr,SiriusXM   (Joe Gibbs),Toyota,500,running,132,47,5,Oval
11,Martinsville,2,1,12,   Ryan Blaney,Menards / Cardell Cabinetry   (Roger Penske),Ford,500,running,34,44,0,Oval
11,Martinsville,3,6,2,   Brad Keselowski,PPG   (Roger Penske),Ford,500,running,5,34,0,Oval
11,Martinsville,4,3,22,   Joey Logano,Shell / Pennzoil   (Roger Penske),Ford,500,running,234,51,1,Oval
11,Martinsville,5,11,9,   Chase Elliott,NAPA Auto Parts   (Rick Hendrick),Chevrolet,500,running,1,40,0,Oval
11,Martinsville,6,8,88,   Alex Bowman,ChevyGoods.com / Adam's Polishes   (Rick Hendrick),Chevrolet,500,running,0,38,0,Oval
11,Martinsville,7,19,21,   Matt DiBenedetto,Motorcraft / Quick Lane   (Wood Brothers),Ford,500,running,0,32,0,Oval
11,Martinsville,8,15,24,   William Byron,Axalta   (Rick Hendrick),Chevrolet,500,running,0,34,0,Oval
11,Martinsville,9,9,1,   Kurt Busch,Monster Energy   (Chip Ganassi),Chevrolet,500,running,0,34,0,Oval
11,Martinsville,10,21,48,   Jimmie Johnson,Ally   (Rick Hendrick),Chevrolet,500,running,70,45,1,Oval
11,Martinsville,11,23,43,   Bubba Wallace,#BlackLivesMatter   (Richard Petty Motorsports),Chevrolet,500,running,0,37,0,Oval
11,Martinsville,12,16,6,   Ryan Newman,Koch Industries   (Jack Roush),Ford,500,running,0,25,0,Oval
11,Martinsville,13,24,17,   Chris Buescher,Fastenal / Norton Saint-Gobain   (Jack Roush),Ford,500,running,0,24,0,Oval
11,Martinsville,14,29,34,   Michael McDowell,The Pete Store #ThankATrucker   (Bob Jenkins),Ford,500,running,0,23,0,Oval
11,Martinsville,15,10,4,   Kevin Harvick,Hunt Brothers Pizza   (Stewart Haas Racing),Ford,499,running,0,31,0,Oval
11,Martinsville,16,14,8,   Tyler Reddick,Cat Fleet Monitoring   (Richard Childress),Chevrolet,499,running,0,22,0,Oval
11,Martinsville,17,4,14,   Clint Bowyer,Rush Truck Centers / Cummins   (Stewart Haas Racing),Ford,499,running,0,29,0,Oval
11,Martinsville,18,25,32,   Corey LaJoie,Keen Parts / CorvetteParts.net   (Archie St. Hilaire),Ford,499,running,5,19,0,Oval
11,Martinsville,19,7,18,   Kyle Busch,M&M's Fudge Brownie   (Joe Gibbs),Toyota,499,running,0,18,0,Oval
11,Martinsville,20,13,20,   Erik Jones,Genuine Parts Toyota   (Joe Gibbs),Toyota,497,running,0,17,0,Oval
11,Martinsville,21,17,47,   Ricky Stenhouse Jr,Kroger / Purina / Clorox / Scott   (JTG-Daugherty Racing),Chevrolet,497,running,0,16,0,Oval
11,Martinsville,22,30,13,   Ty Dillon,"GEICO ""Hump Day""   (Germain Racing)",Chevrolet,497,running,0,15,0,Oval
11,Martinsville,23,20,42,   Matt Kenseth,Credit One Bank   (Chip Ganassi),Chevrolet,497,running,0,14,0,Oval
11,Martinsville,24,12,11,   Denny Hamlin,FedEx Freight   (Joe Gibbs),Toyota,497,running,0,13,0,Oval
11,Martinsville,25,18,38,   John H. Nemechek,Fire Alarm Services   (Bob Jenkins),Ford,497,running,0,12,0,Oval
11,Martinsville,26,28,37,   Ryan Preece,Purina   (JTG-Daugherty Racing),Chevrolet,496,running,0,11,0,Oval
11,Martinsville,27,37,96,   Daniel Suarez,CommScope   (Gaunt Brothers),Toyota,494,running,0,10,0,Oval
11,Martinsville,28,32,95,   Christopher Bell,Toyota   (Leavine Family Racing),Toyota,494,running,0,9,0,Oval
11,Martinsville,29,27,41,   Cole Custer,HaasTooling.com / Jacob Companies   (Stewart Haas Racing),Ford,494,running,0,8,0,Oval
11,Martinsville,30,31,15,   Brennan Poole,Spartan Mosquito Pro Tech   (Rick Ware),Chevrolet,494,running,0,7,0,Oval
11,Martinsville,31,26,27,   J.J. Yeley,Rick Ware,Ford,493,running,0,0,0,Oval
11,Martinsville,32,33,53,   David Starr,Helluva Ranch / Richardson Service   (Rick Ware),Chevrolet,479,running,0,0,0,Oval
11,Martinsville,33,2,10,   Aric Almirola,Smithfield   (Stewart Haas Racing),Ford,476,battery,19,4,0,Oval
11,Martinsville,34,34,0,   Quin Houff,Permatex   (StarCom Racing),Chevrolet,474,running,0,3,0,Oval
11,Martinsville,35,36,51,   Joey Gase,Carolina Sim Works   (Rick Ware),Chevrolet,464,running,0,0,0,Oval
11,Martinsville,36,35,77,   Garrett Smithley,Formula One Imports   (Spire Motorsports),Chevrolet,450,running,0,0,0,Oval
11,Martinsville,37,22,3,   Austin Dillon,Symbicort   (Richard Childress),Chevrolet,399,fatigue,0,1,0,Oval
11,Martinsville,38,39,7,   Reed Sorenson,"Tommy Baldwin, Jr.",Chevrolet,295,electrical,0,1,0,Oval
11,Martinsville,39,38,66,   Timmy Hill,CrashClaimsR.us / James Carter Attorney   (Carl Long),Toyota,105,fuel pump,0,0,0,Oval
12,Homestead,1,1,11,   Denny Hamlin,FedEx Office   (Joe Gibbs),Toyota,267,running,137,60,7,Oval
12,Homestead,2,5,9,   Chase Elliott,Hooters   (Rick Hendrick),Chevrolet,267,running,27,50,0,Oval
12,Homestead,3,11,12,   Ryan Blaney,Menards / Jack Links   (Roger Penske),Ford,267,running,70,50,0,Oval
12,Homestead,4,24,8,   Tyler Reddick,Chevy Cares   (Richard Childress),Chevrolet,267,running,3,50,0,Oval
12,Homestead,5,21,10,   Aric Almirola,Smithfield   (Stewart Haas Racing),Ford,267,running,0,39,0,Oval
12,Homestead,6,4,18,   Kyle Busch,M&M's Fudge Brownie   (Joe Gibbs),Toyota,267,running,2,33,0,Oval
12,Homestead,7,16,3,   Austin Dillon,Dow / Behr Ultra Scuff Defense   (Richard Childress),Chevrolet,267,running,0,33,0,Oval
12,Homestead,8,36,95,   Christopher Bell,Rheem / Smurfit Kappa   (Leavine Family Racing),Toyota,267,running,0,29,0,Oval
12,Homestead,9,22,24,   William Byron,Axalta   (Rick Hendrick),Chevrolet,267,running,0,37,0,Oval
12,Homestead,10,3,2,   Brad Keselowski,Money Lion   (Roger Penske),Ford,267,running,1,32,0,Oval
12,Homestead,11,12,14,   Clint Bowyer,Blue Def   (Stewart Haas Racing),Ford,267,running,0,28,0,Oval
12,Homestead,12,6,19,   Martin Truex Jr,Bass Pro Shops / Tracker Boats & ATVs   (Joe Gibbs),Toyota,267,running,0,29,0,Oval
12,Homestead,13,17,43,   Bubba Wallace,World Wide Technology   (Richard Petty Motorsports),Chevrolet,267,running,0,24,0,Oval
12,Homestead,14,23,21,   Matt DiBenedetto,Motorcraft / Quick Lane   (Wood Brothers),Ford,267,running,0,23,0,Oval
12,Homestead,15,30,34,   Michael McDowell,Love's Travel Stops / Speedco   (Bob Jenkins),Ford,267,running,0,22,0,Oval
12,Homestead,16,9,48,   Jimmie Johnson,Ally   (Rick Hendrick),Chevrolet,266,running,0,21,0,Oval
12,Homestead,17,10,1,   Kurt Busch,Gear Wrench   (Chip Ganassi),Chevrolet,266,running,0,20,0,Oval
12,Homestead,18,8,88,   Alex Bowman,Llumar   (Rick Hendrick),Chevrolet,266,running,0,28,0,Oval
12,Homestead,19,18,38,   John H. Nemechek,Death Wish Coffee   (Bob Jenkins),Ford,266,running,0,18,0,Oval
12,Homestead,20,19,47,   Ricky Stenhouse Jr,Kroger / Tide Pods / Downy / Gain   (JTG-Daugherty Racing),Chevrolet,266,running,0,17,0,Oval
12,Homestead,21,15,20,   Erik Jones,Toyota Accessories   (Joe Gibbs),Toyota,266,running,0,16,0,Oval
12,Homestead,22,35,41,   Cole Custer,Jacob Construction / HaasTooling.com   (Stewart Haas Racing),Ford,266,running,0,15,0,Oval
12,Homestead,23,13,17,   Chris Buescher,Fastenal / DeWalt   (Jack Roush),Ford,266,running,0,15,0,Oval
12,Homestead,24,33,37,   Ryan Preece,Slim Jim   (JTG-Daugherty Racing),Chevrolet,266,running,0,13,0,Oval
12,Homestead,25,20,42,   Matt Kenseth,Credit One Bank   (Chip Ganassi),Chevrolet,266,running,0,12,0,Oval
12,Homestead,26,7,4,   Kevin Harvick,Busch Light   (Stewart Haas Racing),Ford,266,running,0,11,0,Oval
12,Homestead,27,2,22,   Joey Logano,Shell / Pennzoil   (Roger Penske),Ford,265,running,27,10,0,Oval
12,Homestead,28,32,13,   Ty Dillon,GEICO For Your Boat   (Germain Racing),Chevrolet,265,running,0,9,0,Oval
12,Homestead,29,26,32,   Corey LaJoie,Storm Tight Windows   (Archie St. Hilaire),Ford,264,running,0,8,0,Oval
12,Homestead,30,14,6,   Ryan Newman,Oscar Mayer Sub Kit   (Jack Roush),Ford,263,running,0,7,0,Oval
12,Homestead,31,37,96,   Daniel Suarez,Toyota Certified Used Vehicles   (Gaunt Brothers),Toyota,263,running,0,6,0,Oval
12,Homestead,32,28,15,   Brennan Poole,Spartan Mosquito Pro Tech   (Rick Ware),Chevrolet,260,running,0,5,0,Oval
12,Homestead,33,31,0,   Quin Houff,Good Greek Movers   (StarCom Racing),Chevrolet,259,running,0,4,0,Oval
12,Homestead,34,38,66,   Timmy Hill,RoofClaim.com   (Carl Long),Toyota,257,running,0,0,0,Oval
12,Homestead,35,34,77,   B.J. McLeod,Formula One Imports   (Spire Motorsports),Chevrolet,256,running,0,0,0,Oval
12,Homestead,36,29,51,   Joey Gase,EFX Corp.   (Rick Ware),Ford,255,running,0,0,0,Oval
12,Homestead,37,27,53,   Josh Bilicki,Sky King Fireworks   (Rick Ware),Chevrolet,245,running,0,0,0,Oval
12,Homestead,38,25,27,   J.J. Yeley,Rick Ware Racing   (Rick Ware),Ford,211,fuel pump,0,0,0,Oval
13,Talladega,1,12,12,   Ryan Blaney,Menards / TruWave Technology by Sylvania   (Roger Penske),Ford,191,running,63,54,5,Super Speedway
13,Talladega,2,20,47,   Ricky Stenhouse Jr,NOS Energy Drink   (JTG-Daugherty Racing),Chevrolet,191,running,5,45,1,Super Speedway
13,Talladega,3,15,10,   Aric Almirola,Smithfield   (Stewart Haas Racing),Ford,191,running,0,34,0,Super Speedway
13,Talladega,4,2,11,   Denny Hamlin,National Civil Rights Museum   (Joe Gibbs),Toyota,191,running,18,33,0,Super Speedway
13,Talladega,5,18,20,   Erik Jones,Sport Clips   (Joe Gibbs),Toyota,191,running,0,32,0,Super Speedway
13,Talladega,6,21,17,   Chris Buescher,Fastenal / Milwaukee   (Jack Roush),Ford,191,running,4,33,0,Super Speedway
13,Talladega,7,8,88,   Alex Bowman,Valvoline   (Rick Hendrick),Chevrolet,191,running,12,39,0,Super Speedway
13,Talladega,8,22,38,   John H. Nemechek,Death Wish Coffee   (Bob Jenkins),Ford,191,running,0,29,0,Super Speedway
13,Talladega,9,7,1,   Kurt Busch,Monster Energy   (Chip Ganassi),Chevrolet,191,running,0,31,0,Super Speedway
13,Talladega,10,5,4,   Kevin Harvick,Busch Light   (Stewart Haas Racing),Ford,191,running,2,27,0,Super Speedway
13,Talladega,11,19,24,   William Byron,Axalta   (Rick Hendrick),Chevrolet,191,running,11,28,0,Super Speedway
13,Talladega,12,33,13,   Ty Dillon,GEICO   (Germain Racing),Chevrolet,191,running,0,25,0,Super Speedway
13,Talladega,13,4,48,   Jimmie Johnson,Ally   (Rick Hendrick),Chevrolet,191,running,1,31,0,Super Speedway
13,Talladega,14,24,43,   Bubba Wallace,Victory Junction   (Richard Petty Motorsports),Chevrolet,191,running,1,27,0,Super Speedway
13,Talladega,15,31,37,   Ryan Preece,Kroger / P&G   (JTG-Daugherty Racing),Chevrolet,191,running,3,22,0,Super Speedway
13,Talladega,16,25,32,   Corey LaJoie,WallStBookie.com   (Archie St. Hilaire),Ford,191,running,0,21,0,Super Speedway
13,Talladega,17,9,22,   Joey Logano,Money Lion   (Roger Penske),Ford,191,running,33,33,0,Super Speedway
13,Talladega,18,26,34,   Michael McDowell,Love's Travel Stops / Speedco   (Bob Jenkins),Ford,191,running,0,19,0,Super Speedway
13,Talladega,19,6,2,   Brad Keselowski,Dent Wizard   (Roger Penske),Ford,191,running,0,29,0,Super Speedway
13,Talladega,20,16,8,   Tyler Reddick,Realtree   (Richard Childress),Chevrolet,191,running,19,27,1,Super Speedway
