Race Number,Track,Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts,Track Type
28,Richmond,2,14,19,   Martin Truex Jr,Bass Pro Shops / Tracker Boats & ATVs   (Joe Gibbs),Toyota,400,running,0,47,0,Oval
28,Richmond,3,2,22,   Joey Logano,Shell / Pennzoil   (Roger Penske),Ford,400,running,45,49,0,Oval
28,Richmond,4,3,3,   Austin Dillon,Dow Norkool   (Richard Childress),Chevrolet,400,running,55,51,0,Oval
28,Richmond,5,12,9,   Chase Elliott,NAPA Auto Parts   (Rick Hendrick),Chevrolet,400,running,2,41,0,Oval
28,Richmond,6,6,18,   Kyle Busch,M&M's   (Joe Gibbs),Toyota,400,running,4,36,0,Oval
28,Richmond,7,1,4,   Kevin Harvick,Hunt Brothers Pizza / Fields   (Stewart Haas Racing),Ford,400,running,41,37,0,Oval
28,Richmond,8,10,10,   Aric Almirola,Smithfield Hometown Original   (Stewart Haas Racing),Ford,400,running,0,32,0,Oval
28,Richmond,9,4,88,   Alex Bowman,ChevyGoods.com / Truck Hero   (Rick Hendrick),Chevrolet,400,running,0,33,0,Oval
28,Richmond,10,11,14,   Clint Bowyer,Ford Performance Racing School   (Stewart Haas Racing),Ford,400,running,0,28,0,Oval
28,Richmond,11,22,8,   Tyler Reddick,CAT Rental Store   (Richard Childress),Chevrolet,400,running,0,26,0,Oval
28,Richmond,12,7,11,   Denny Hamlin,FedEx Cares   (Joe Gibbs),Toyota,399,running,45,35,1,Oval
28,Richmond,13,8,1,   Kurt Busch,Monster Energy   (Chip Ganassi),Chevrolet,399,running,15,28,0,Oval
28,Richmond,14,13,41,   Cole Custer,HaasTooling.com   (Stewart Haas Racing),Ford,399,running,0,23,0,Oval
28,Richmond,15,26,95,   Christopher Bell,Rheem / Germania Insurance   (Leavine Family Racing),Toyota,399,running,0,22,0,Oval
28,Richmond,16,19,42,   Matt Kenseth,Ronald McDonald House Charities   (Chip Ganassi),Chevrolet,399,running,0,23,0,Oval
28,Richmond,17,16,21,   Matt DiBenedetto,Quick Lane Tire & Auto Center   (Wood Brothers),Ford,399,running,0,20,0,Oval
28,Richmond,18,23,47,   Ricky Stenhouse Jr,Kroger / Energizer / Hershey's / Hungry Jack   (JTG-Daugherty Racing),Chevrolet,398,running,0,21,0,Oval
28,Richmond,19,15,12,   Ryan Blaney,Menards / Libman   (Roger Penske),Ford,398,running,0,18,0,Oval
28,Richmond,20,24,37,   Ryan Preece,Kleenex   (JTG-Daugherty Racing),Chevrolet,398,running,0,17,0,Oval
28,Richmond,21,5,24,   William Byron,Liberty University   (Rick Hendrick),Chevrolet,398,running,0,16,0,Oval
28,Richmond,22,17,20,   Erik Jones,Irwin Speedbor   (Joe Gibbs),Toyota,398,running,0,15,0,Oval
28,Richmond,23,21,6,   Ryan Newman,Guaranteed Rate   (Jack Roush),Ford,397,running,0,14,0,Oval
28,Richmond,24,25,17,   Chris Buescher,Fastenal / MCR Safety   (Jack Roush),Ford,397,running,0,13,0,Oval
28,Richmond,25,20,34,   Michael McDowell,Love's Travel Stops / Speedco   (Bob Jenkins),Ford,397,running,0,12,0,Oval
28,Richmond,26,30,43,   Bubba Wallace,Door Dash   (Richard Petty Motorsports),Chevrolet,397,running,0,11,0,Oval
28,Richmond,27,34,32,   Corey LaJoie,Trump 2020   (Archie St. Hilaire),Ford,396,running,0,10,0,Oval
28,Richmond,28,27,13,   Ty Dillon,GEICO   (Germain Racing),Chevrolet,396,running,0,9,0,Oval
28,Richmond,29,28,96,   Daniel Suarez,Toyota T-Ten   (Gaunt Brothers),Toyota,396,running,0,8,0,Oval
28,Richmond,30,31,38,   John H. Nemechek,MDS Trucking   (Bob Jenkins),Ford,396,running,0,7,0,Oval
28,Richmond,31,18,48,   Jimmie Johnson,Ally   (Rick Hendrick),Chevrolet,395,running,0,6,0,Oval
28,Richmond,32,33,0,   Quin Houff,Trucker Appreciation   (StarCom Racing),Chevrolet,390,running,0,5,0,Oval
28,Richmond,33,29,15,   Brennan Poole,Rick Ware,Chevrolet,390,running,1,4,0,Oval
28,Richmond,34,32,27,   J.J. Yeley,Jacob Companies   (Rick Ware),Ford,388,running,0,0,0,Oval
28,Richmond,35,36,51,   Joey Gase,DonateLifeVirginia.org   (Rick Ware),Ford,387,running,0,0,0,Oval
28,Richmond,36,35,77,   Reed Sorenson,BetterForYourHealth.com   (Spire Motorsports),Chevrolet,387,running,0,1,0,Oval
28,Richmond,37,38,53,   James Davison,Cruz & Associates   (Rick Ware),Chevrolet,385,running,0,1,0,Oval
28,Richmond,38,37,66,   Timmy Hill,CrashClaimsR.us   (Carl Long),Toyota,100,rear hub,0,0,0,Oval
29,Bristol,1,4,4,   Kevin Harvick,Busch Light   (Stewart Haas Racing),Ford,500,running,226,57,5,Oval
29,Bristol,2,9,18,   Kyle Busch,Skittles   (Joe Gibbs),Toyota,500,running,159,54,1,Oval
29,Bristol,3,20,20,   Erik Jones,Auto-Owners Insurance   (Joe Gibbs),Toyota,500,running,0,36,0,Oval
29,Bristol,4,17,8,   Tyler Reddick,Childress Vineyards   (Richard Childress),Chevrolet,500,running,0,33,0,Oval
29,Bristol,5,10,10,   Aric Almirola,Smithfield   (Stewart Haas Racing),Ford,500,running,1,36,0,Oval
29,Bristol,6,11,14,   Clint Bowyer,Rush Truck Centers / Cummins   (Stewart Haas Racing),Ford,500,running,0,34,0,Oval
29,Bristol,7,6,9,   Chase Elliott,NAPA Auto Parts   (Rick Hendrick),Chevrolet,499,running,23,48,1,Oval
29,Bristol,8,23,17,   Chris Buescher,Fastenal / Honeywell   (Jack Roush),Ford,499,running,0,29,0,Oval
29,Bristol,9,22,37,   Ryan Preece,Bush's Beans   (JTG-Daugherty Racing),Chevrolet,499,running,0,28,0,Oval
29,Bristol,10,26,34,   Michael McDowell,Love's Travel Stops / Delo   (Bob Jenkins),Ford,498,running,0,27,0,Oval
29,Bristol,11,2,22,   Joey Logano,Shell / Pennzoil   (Roger Penske),Ford,498,running,0,35,0,Oval
29,Bristol,12,5,3,   Austin Dillon,Bass Pro Shops / Tracker Off Road   (Richard Childress),Chevrolet,498,running,0,26,0,Oval
29,Bristol,13,14,12,   Ryan Blaney,Advance Auto Parts   (Roger Penske),Ford,498,running,0,24,0,Oval
29,Bristol,14,19,42,   Matt Kenseth,Credit One Bank   (Chip Ganassi),Chevrolet,498,running,0,23,0,Oval
29,Bristol,15,13,1,   Kurt Busch,Monster Energy   (Chip Ganassi),Chevrolet,498,running,0,33,0,Oval
29,Bristol,16,8,88,   Alex Bowman,Axalta   (Rick Hendrick),Chevrolet,498,running,0,33,0,Oval
29,Bristol,17,24,48,   Jimmie Johnson,Ally   (Rick Hendrick),Chevrolet,498,running,0,20,0,Oval
29,Bristol,18,28,13,   Ty Dillon,GEICO   (Germain Racing),Chevrolet,497,running,0,19,0,Oval
29,Bristol,19,16,21,   Matt DiBenedetto,Menards / Dutch Boy   (Wood Brothers),Ford,497,running,7,18,0,Oval
29,Bristol,20,31,38,   John H. Nemechek,Mystik Michigan   (Bob Jenkins),Ford,497,running,0,17,0,Oval
29,Bristol,21,7,11,   Denny Hamlin,FedEx Freight   (Joe Gibbs),Toyota,497,running,1,16,0,Oval
29,Bristol,22,27,43,   Bubba Wallace,Cash App   (Richard Petty Motorsports),Chevrolet,497,running,0,16,0,Oval
29,Bristol,23,12,41,   Cole Custer,HaasTooling.com / Autodesk Fusion 360   (Stewart Haas Racing),Ford,497,running,0,14,0,Oval
29,Bristol,24,3,19,   Martin Truex Jr,Bass Pro Shops / Tracker Boats & ATVs   (Joe Gibbs),Toyota,496,running,0,13,0,Oval
29,Bristol,25,25,6,   Ryan Newman,Guaranteed Rate   (Jack Roush),Ford,496,running,0,12,0,Oval
29,Bristol,26,29,96,   Daniel Suarez,Toyota Genuine Parts & Service   (Gaunt Brothers),Toyota,495,running,0,11,0,Oval
29,Bristol,27,37,27,   Gray Gaulding,Panini America   (Rick Ware),Ford,488,running,0,0,0,Oval
29,Bristol,28,18,95,   Christopher Bell,Rheem / Procore   (Leavine Family Racing),Toyota,487,running,1,15,0,Oval
29,Bristol,29,33,0,   Quin Houff,Boss Hoss Cycles   (StarCom Racing),Chevrolet,483,running,0,8,0,Oval
29,Bristol,30,32,15,   J.J. Yeley,Thriv5   (Rick Ware),Chevrolet,479,running,0,0,0,Oval
29,Bristol,31,36,51,   Joey Gase,Bare Arms Gear   (Rick Ware),Ford,463,running,0,0,0,Oval
29,Bristol,32,40,78,   Garrett Smithley,Major Appliance HQ   (B.J. McLeod),Chevrolet,436,running,0,0,0,Oval
29,Bristol,33,30,32,   Corey LaJoie,Schluter Systems   (Archie St. Hilaire),Ford,419,steering,0,4,0,Oval
29,Bristol,34,1,2,   Brad Keselowski,Discount Tire   (Roger Penske),Ford,412,running,82,7,0,Oval
29,Bristol,35,35,53,   James Davison,Racing For Heroes / Cruz   (Rick Ware),Chevrolet,401,crash,0,2,0,Oval
29,Bristol,36,34,77,   Reed Sorenson,BetterForYorHealth.com   (Spire Motorsports),Chevrolet,317,electrical,0,1,0,Oval
29,Bristol,37,38,66,   Timmy Hill,RoofClaim.com   (Carl Long),Toyota,313,steering,0,0,0,Oval
29,Bristol,38,15,24,   William Byron,Liberty University   (Rick Hendrick),Chevrolet,232,crash,0,4,0,Oval
29,Bristol,39,39,7,   Josh Bilicki,"Insurance King   (Tommy Baldwin, Jr.)",Chevrolet,53,fuel pump,0,0,0,Oval
29,Bristol,40,21,47,   Ricky Stenhouse Jr,Kroger / Energizer / Tyson / Hungry Jack   (JTG-Daugherty Racing),Chevrolet,28,crash,0,1,0,Oval
30,Las Vegas,1,9,1,   Kurt Busch,Monster Energy   (Chip Ganassi),Chevrolet,268,running,29,40,5,Oval
30,Las Vegas,2,19,21,   Matt DiBenedetto,Menards / Duracell Optimum   (Wood Brothers),Ford,268,running,8,38,0,Oval
30,Las Vegas,3,10,11,   Denny Hamlin,FedEx Office   (Joe Gibbs),Toyota,268,running,121,53,1,Oval
30,Las Vegas,4,11,19,   Martin Truex Jr,Bass Pro Shops / Tracker Boats & ATVs   (Joe Gibbs),Toyota,268,running,0,42,0,Oval
30,Las Vegas,5,8,88,   Alex Bowman,Llumar   (Rick Hendrick),Chevrolet,268,running,5,43,0,Oval
30,Las Vegas,6,2,18,   Kyle Busch,M&M's   (Joe Gibbs),Toyota,268,running,6,39,0,Oval
30,Las Vegas,7,15,12,   Ryan Blaney,Dex Imaging   (Roger Penske),Ford,268,running,1,40,0,Oval
30,Las Vegas,8,13,20,   Erik Jones,Today's The Day   (Joe Gibbs),Toyota,268,running,0,29,0,Oval
30,Las Vegas,9,16,17,   Chris Buescher,Sunny D   (Jack Roush),Ford,268,running,10,28,0,Oval
30,Las Vegas,10,1,4,   Kevin Harvick,Mobil 1   (Stewart Haas Racing),Ford,268,running,0,37,0,Oval
30,Las Vegas,11,18,48,   Jimmie Johnson,Ally Inspired by Danny Koker   (Rick Hendrick),Chevrolet,268,running,0,26,0,Oval
30,Las Vegas,12,6,14,   Clint Bowyer,One Cure   (Stewart Haas Racing),Ford,268,running,0,28,0,Oval
30,Las Vegas,13,12,2,   Brad Keselowski,Auto Trader   (Roger Penske),Ford,268,running,2,24,0,Oval
30,Las Vegas,14,5,22,   Joey Logano,Pennzoil   (Roger Penske),Ford,268,running,1,32,0,Oval
30,Las Vegas,15,27,6,   Ryan Newman,Guaranteed Rate   (Jack Roush),Ford,268,running,0,22,0,Oval
30,Las Vegas,16,22,41,   Cole Custer,HaasTooling.com   (Stewart Haas Racing),Ford,268,running,0,21,0,Oval
30,Las Vegas,17,4,10,   Aric Almirola,HighPoint.com   (Stewart Haas Racing),Ford,268,running,0,20,0,Oval
30,Las Vegas,18,20,42,   Matt Kenseth,McDonald's McDelivery   (Chip Ganassi),Chevrolet,268,running,0,19,0,Oval
30,Las Vegas,19,21,37,   Ryan Preece,Slim Jim   (JTG-Daugherty Racing),Chevrolet,268,running,0,18,0,Oval
30,Las Vegas,20,25,38,   John H. Nemechek,Speedy Cash   (Bob Jenkins),Ford,268,running,0,17,0,Oval
30,Las Vegas,21,17,34,   Michael McDowell,Love's Travel Stops / Delo   (Bob Jenkins),Ford,268,running,0,16,0,Oval
30,Las Vegas,22,3,9,   Chase Elliott,UniFirst   (Rick Hendrick),Chevrolet,268,running,73,32,1,Oval
30,Las Vegas,23,33,47,   Ricky Stenhouse Jr,Kroger / Cheerios / Hershey's / Hungry Jack   (JTG-Daugherty Racing),Chevrolet,268,running,0,14,0,Oval
30,Las Vegas,24,26,95,   Christopher Bell,Rheem / Watts   (Leavine Family Racing),Toyota,268,running,0,13,0,Oval
30,Las Vegas,25,28,24,   William Byron,Axalta   (Rick Hendrick),Chevrolet,268,running,12,13,0,Oval
30,Las Vegas,26,24,13,   Ty Dillon,GEICO Military   (Germain Racing),Chevrolet,267,running,0,11,0,Oval
30,Las Vegas,27,31,32,   Corey LaJoie,Trump 2020   (Archie St. Hilaire),Ford,267,running,0,10,0,Oval
30,Las Vegas,28,23,43,   Bubba Wallace,Door Dash   (Richard Petty Motorsports),Chevrolet,266,running,0,9,0,Oval
30,Las Vegas,29,29,96,   Daniel Suarez,Team USA   (Gaunt Brothers),Toyota,265,running,0,8,0,Oval
30,Las Vegas,30,35,15,   Brennan Poole,Goettl Air Conditioning & Plumbing   (Rick Ware),Chevrolet,265,running,0,7,0,Oval
30,Las Vegas,31,30,27,   Gray Gaulding,Panini America   (Rick Ware),Ford,262,running,0,0,0,Oval
30,Las Vegas,32,7,3,   Austin Dillon,Dow Frost   (Richard Childress),Chevrolet,261,running,0,15,0,Oval
30,Las Vegas,33,37,77,   J.J. Yeley,BetterForYorHealth.com   (Spire Motorsports),Chevrolet,261,running,0,0,0,Oval
30,Las Vegas,34,32,0,   Quin Houff,Victory Weekend   (StarCom Racing),Chevrolet,259,running,0,3,0,Oval
30,Las Vegas,35,34,51,   Joey Gase,Nevada Donate Life   (Rick Ware),Ford,256,running,0,0,0,Oval
30,Las Vegas,36,38,53,   Josh Bilicki,Dollar Loan Center   (Rick Ware),Ford,227,suspension,0,0,0,Oval
30,Las Vegas,37,36,66,   Timmy Hill,CrashClaimsR.us / James Carter Attorney   (Carl Long),Toyota,160,rear end,0,0,0,Oval
30,Las Vegas,38,14,8,   Tyler Reddick,CAT Mining   (Richard Childress),Chevrolet,157,crash,0,1,0,Oval
30,Las Vegas,39,39,49,   Chad Finchum,RoofClaim.com / LasVegas.net   (Carl Long),Toyota,19,overheating,0,0,0,Oval
31,Talladega,1,1,11,   Denny Hamlin,FedEx Express   (Joe Gibbs),Toyota,200,running,26,40,5,Super Speedway
31,Talladega,2,16,20,   Erik Jones,Sport Clips   (Joe Gibbs),Toyota,200,running,13,41,0,Super Speedway
31,Talladega,3,28,13,   Ty Dillon,GEICO For Your RV   (Germain Racing),Chevrolet,200,running,0,36,0,Super Speedway
31,Talladega,4,21,24,   William Byron,Hendrickcars.com Ricky Hendrick Throwback   (Rick Hendrick),Chevrolet,200,running,1,38,0,Super Speedway
31,Talladega,5,10,9,   Chase Elliott,NAPA Auto Parts   (Rick Hendrick),Chevrolet,200,running,41,44,0,Super Speedway
31,Talladega,6,19,6,   Ryan Newman,Guaranteed Rate   (Jack Roush),Ford,200,running,0,31,0,Super Speedway
31,Talladega,7,30,8,   Tyler Reddick,CAT Next Gen Dozers Patriotic   (Richard Childress),Chevrolet,200,running,2,34,0,Super Speedway
31,Talladega,8,23,38,   John H. Nemechek,Speedy Cash   (Bob Jenkins),Ford,200,running,0,35,0,Super Speedway
31,Talladega,9,32,15,   Brennan Poole,Goettl Air Conditioning & Plumbing   (Rick Ware),Chevrolet,200,running,0,28,0,Super Speedway
31,Talladega,10,25,37,   Ryan Preece,Kroger / Energizer / Hershey's / Hungry Jack   (JTG-Daugherty Racing),Chevrolet,200,running,0,30,0,Super Speedway
31,Talladega,11,35,77,   Justin Haley,Parts Plus   (Spire Motorsports),Chevrolet,200,running,0,0,0,Super Speedway
31,Talladega,12,12,3,   Austin Dillon,Bass Pro Shops / Tracker Off Road   (Richard Childress),Chevrolet,200,running,0,33,0,Super Speedway
31,Talladega,13,33,0,   Quin Houff,Permatex   (StarCom Racing),Chevrolet,200,running,0,24,0,Super Speedway
31,Talladega,14,4,88,   Alex Bowman,Truck Hero / Patriot Foundation   (Rick Hendrick),Chevrolet,200,running,0,23,0,Super Speedway
31,Talladega,15,37,66,   Timmy Hill,Trump 2020   (Carl Long),Ford,200,running,1,0,0,Super Speedway
31,Talladega,16,20,42,   Matt Kenseth,Credit One Bank   (Chip Ganassi),Chevrolet,200,running,0,21,0,Super Speedway
31,Talladega,17,36,51,   Joey Gase,Jimco Windows / Donate Life   (Rick Ware),Ford,200,running,0,0,0,Super Speedway
31,Talladega,18,7,2,   Brad Keselowski,Discount Tire   (Roger Penske),Ford,200,running,6,35,0,Super Speedway
31,Talladega,19,34,27,   Cody Ware,Thriv5   (Rick Ware),Chevrolet,200,running,1,18,0,Super Speedway
31,Talladega,20,5,4,   Kevin Harvick,Jimmy John's   (Stewart Haas Racing),Ford,200,running,2,17,0,Super Speedway
31,Talladega,21,13,21,   Matt DiBenedetto,Menards / Tuscany   (Wood Brothers),Ford,200,running,10,16,0,Super Speedway
31,Talladega,22,15,17,   Chris Buescher,Sunny D   (Jack Roush),Ford,200,running,15,33,1,Super Speedway
31,Talladega,23,3,19,   Martin Truex Jr,Bass Pro Shops / Tracker Boats & ATVs   (Joe Gibbs),Toyota,198,running,6,27,1,Super Speedway
31,Talladega,24,27,43,   Bubba Wallace,World Wide Technology   (Richard Petty Motorsports),Chevrolet,192,crash,10,14,0,Super Speedway
31,Talladega,25,14,12,   Ryan Blaney,Menards / Pennzoil   (Roger Penske),Ford,192,crash,10,16,0,Super Speedway
31,Talladega,26,8,22,   Joey Logano,Shell / Pennzoil   (Roger Penske),Ford,188,crash,45,20,0,Super Speedway
31,Talladega,27,6,18,   Kyle Busch,M&M's   (Joe Gibbs),Toyota,188,crash,0,10,0,Super Speedway
31,Talladega,28,29,32,   Corey LaJoie,Schluter Systems   (Archie St. Hilaire),Ford,188,running,0,9,0,Super Speedway
31,Talladega,29,17,48,   Jimmie Johnson,Ally   (Rick Hendrick),Chevrolet,133,crash,1,8,0,Super Speedway
31,Talladega,30,38,53,   James Davison,America's Best Value Inn   (Rick Ware),Chevrolet,118,running,0,7,0,Super Speedway
31,Talladega,31,18,41,   Cole Custer,HaasTooling.com   (Stewart Haas Racing),Ford,108,crash,0,7,0,Super Speedway
31,Talladega,32,2,1,   Kurt Busch,Gearwrench   (Chip Ganassi),Chevrolet,108,crash,0,7,0,Super Speedway
31,Talladega,33,9,14,   Clint Bowyer,Rush Truck Centers / BlueDEF   (Stewart Haas Racing),Ford,108,crash,0,4,0,Super Speedway
31,Talladega,34,31,96,   Daniel Suarez,Team USA   (Gaunt Brothers),Toyota,108,crash,0,3,0,Super Speedway
31,Talladega,35,39,62,   Brendan Gaughan,South Point Hotel & Casino / Beard Oil   (Beard Motorsports),Chevrolet,108,crash,0,2,0,Super Speedway
31,Talladega,36,24,34,   Michael McDowell,Love's Travel Stops / Luber Finer   (Bob Jenkins),Ford,79,overheating,1,1,0,Super Speedway
31,Talladega,37,11,10,   Aric Almirola,Smithfield Power Bites   (Stewart Haas Racing),Ford,57,crash,9,1,0,Super Speedway
31,Talladega,38,26,47,   Ricky Stenhouse Jr,Hungry Jack   (JTG-Daugherty Racing),Chevrolet,8,crash,0,1,0,Super Speedway
31,Talladega,39,22,95,   Christopher Bell,Rheem / Procore   (Leavine Family Racing),Toyota,1,crash,0,1,0,Super Speedway
32,Charlotte (road),1,2,9,   Chase Elliott,NAPA Auto Parts   (Rick Hendrick),Chevrolet,109,running,27,49,5,Road
32,Charlotte (road),2,8,22,   Joey Logano,Shell / Pennzoil / AutoTrader   (Roger Penske),Ford,109,running,0,44,0,Road
32,Charlotte (road),3,14,20,   Erik Jones,Craftsman ACE / CMN   (Joe Gibbs),Toyota,109,running,1,35,0,Road
32,Charlotte (road),4,10,1,   Kurt Busch,Monster Energy   (Chip Ganassi),Chevrolet,109,running,0,33,0,Road
32,Charlotte (road),5,24,12,   Ryan Blaney,Menards / Cardell Cabinetry   (Roger Penske),Ford,109,running,14,46,1,Road
32,Charlotte (road),6,13,24,   William Byron,Hendrickcars.com   (Rick Hendrick),Chevrolet,109,running,27,42,0,Road
32,Charlotte (road),7,7,19,   Martin Truex Jr,Bass Pro Shops / Tracker Boats & ATVs   (Joe Gibbs),Toyota,109,running,0,37,0,Road
32,Charlotte (road),8,5,88,   Alex Bowman,Valvoline   (Rick Hendrick),Chevrolet,109,running,2,34,0,Road
32,Charlotte (road),9,28,41,   Cole Custer,HaasTooling.com   (Stewart Haas Racing),Ford,109,running,0,28,0,Road
32,Charlotte (road),10,11,14,   Clint Bowyer,Rush Truck Centers / Cummins   (Stewart Haas Racing),Ford,109,running,9,27,0,Road
32,Charlotte (road),11,4,4,   Kevin Harvick,Mobil 1   (Stewart Haas Racing),Ford,109,running,0,26,0,Road
32,Charlotte (road),12,16,8,   Tyler Reddick,Cheddar's Scratch Kitchen   (Richard Childress),Chevrolet,109,running,0,28,0,Road
32,Charlotte (road),13,30,48,   Jimmie Johnson,Ally   (Rick Hendrick),Chevrolet,109,running,0,24,0,Road
32,Charlotte (road),14,18,37,   Ryan Preece,Maxwell Houses For Heroes   (JTG-Daugherty Racing),Chevrolet,109,running,8,23,0,Road
32,Charlotte (road),15,1,11,   Denny Hamlin,FedEx Ground   (Joe Gibbs),Toyota,109,running,0,22,0,Road
32,Charlotte (road),16,12,10,   Aric Almirola,Smithfield   (Stewart Haas Racing),Ford,109,running,0,21,0,Road
32,Charlotte (road),17,38,47,   Ricky Stenhouse Jr,Kroger / Energizer / Hershey's / Cheerios   (JTG-Daugherty Racing),Chevrolet,109,running,0,20,0,Road
32,Charlotte (road),18,3,2,   Brad Keselowski,Western Star / Alliance Parts   (Roger Penske),Ford,109,running,7,20,0,Road
32,Charlotte (road),19,6,3,   Austin Dillon,Bass Pro Shops / Tracker Off Road   (Richard Childress),Chevrolet,109,running,0,18,0,Road
32,Charlotte (road),20,21,17,   Chris Buescher,Fastenal / Wypall   (Jack Roush),Ford,109,running,0,17,0,Road
32,Charlotte (road),21,26,43,   Bubba Wallace,Columbia Omni-Heat   (Richard Petty Motorsports),Chevrolet,109,running,0,18,0,Road
32,Charlotte (road),22,20,21,   Matt DiBenedetto,Motorcraft / Quick Lane   (Wood Brothers),Ford,109,running,0,23,0,Road
32,Charlotte (road),23,17,13,   Ty Dillon,GEICO   (Germain Racing),Chevrolet,109,running,5,24,1,Road
32,Charlotte (road),24,35,95,   Christopher Bell,Rheem / Procore   (Leavine Family Racing),Toyota,109,running,6,30,0,Road
32,Charlotte (road),25,34,96,   Daniel Suarez,"Coca-Cola ""El orgullo nos guia""   (Gaunt Brothers)",Toyota,109,running,0,12,0,Road
32,Charlotte (road),26,36,27,   Gray Gaulding,Panini   (Rick Ware),Ford,109,running,0,0,0,Road
32,Charlotte (road),27,32,32,   Corey LaJoie,One Nation Coffee   (Archie St. Hilaire),Ford,109,running,0,10,0,Road
32,Charlotte (road),28,25,0,   Quin Houff,Sim Seats   (StarCom Racing),Chevrolet,109,running,0,9,0,Road
32,Charlotte (road),29,37,53,   James Davison,Tilson / Veterans Bridge Home   (Rick Ware),Chevrolet,109,running,0,8,0,Road
32,Charlotte (road),30,9,18,   Kyle Busch,M&M's   (Joe Gibbs),Toyota,109,running,3,7,0,Road
32,Charlotte (road),31,15,6,   Ryan Newman,Castrol   (Jack Roush),Ford,109,running,0,11,0,Road
32,Charlotte (road),32,31,34,   Michael McDowell,Love's Travel Stops / Speedco   (Bob Jenkins),Ford,109,running,0,7,0,Road
32,Charlotte (road),33,29,51,   Josh Bilicki,Lemons of Love / Rich Mar Florist   (Rick Ware),Ford,108,running,0,0,0,Road
32,Charlotte (road),34,23,42,   Matt Kenseth,Credit One Bank   (Chip Ganassi),Chevrolet,108,running,0,3,0,Road
32,Charlotte (road),35,33,77,   J.J. Yeley,BetterForYourHealth.com   (Spire Motorsports),Chevrolet,108,running,0,0,0,Road
32,Charlotte (road),36,19,38,   John H. Nemechek,Citgard   (Bob Jenkins),Ford,105,running,0,1,0,Road
32,Charlotte (road),37,22,15,   Brennan Poole,Remember Everyone Deployed   (Rick Ware),Chevrolet,95,suspension,0,1,0,Road
32,Charlotte (road),38,27,66,   Timmy Hill,RoofClaim.com   (Carl Long),Toyota,57,engine,0,0,0,Road
33,Kansas,1,2,22,   Joey Logano,Shell / Pennzoil   (Roger Penske),Ford,267,running,47,42,5,Oval
33,Kansas,2,4,4,   Kevin Harvick,Jimmy John's   (Stewart Haas Racing),Ford,267,running,85,48,0,Oval
33,Kansas,3,6,88,   Alex Bowman,ChevyGoods.com / Truck Hero   (Rick Hendrick),Chevrolet,267,running,0,46,0,Oval
33,Kansas,4,8,2,   Brad Keselowski,Discount Tire   (Roger Penske),Ford,267,running,6,47,0,Oval
33,Kansas,5,20,18,   Kyle Busch,M&M's Halloween Treat Town   (Joe Gibbs),Toyota,267,running,4,33,0,Oval
33,Kansas,6,1,9,   Chase Elliott,NAPA Auto Parts   (Rick Hendrick),Chevrolet,267,running,48,47,1,Oval
33,Kansas,7,9,12,   Ryan Blaney,Menards / Moen   (Roger Penske),Ford,267,running,0,45,0,Oval
33,Kansas,8,10,24,   William Byron,Hendrickcars.com   (Rick Hendrick),Chevrolet,267,running,3,29,0,Oval
33,Kansas,9,5,19,   Martin Truex Jr,Bass Pro Shops / Tracker Boats & ATVs   (Joe Gibbs),Toyota,267,running,0,34,0,Oval
33,Kansas,10,22,95,   Christopher Bell,Germania Insurance   (Leavine Family Racing),Toyota,267,running,0,27,0,Oval
33,Kansas,11,17,3,   Austin Dillon,American Ethanol   (Richard Childress),Chevrolet,267,running,0,26,0,Oval
33,Kansas,12,18,21,   Matt DiBenedetto,Menards / Wrangler Riggs Workwear   (Wood Brothers),Ford,267,running,12,29,0,Oval
33,Kansas,13,16,10,   Aric Almirola,Smithfield   (Stewart Haas Racing),Ford,267,running,0,24,0,Oval
33,Kansas,14,13,41,   Cole Custer,HaasTooling.com   (Stewart Haas Racing),Ford,267,running,0,23,0,Oval
33,Kansas,15,7,11,   Denny Hamlin,FedEx Freight   (Joe Gibbs),Toyota,267,running,58,40,1,Oval
33,Kansas,16,23,47,   Ricky Stenhouse Jr,NOS Energy Drink   (JTG-Daugherty Racing),Chevrolet,267,running,0,21,0,Oval
33,Kansas,17,32,38,   John H. Nemechek,Speedy Cash   (Bob Jenkins),Ford,267,running,0,20,0,Oval
33,Kansas,18,24,43,   Bubba Wallace,Cash App   (Richard Petty Motorsports),Chevrolet,267,running,0,19,0,Oval
33,Kansas,19,26,34,   Michael McDowell,Love's Travel Stops   (Bob Jenkins),Ford,267,running,0,18,0,Oval
33,Kansas,20,11,20,   Erik Jones,Reser's Fine Foods   (Joe Gibbs),Toyota,267,running,0,23,0,Oval
33,Kansas,21,21,17,   Chris Buescher,Fastenal   (Jack Roush),Ford,267,running,0,16,0,Oval
33,Kansas,22,28,6,   Ryan Newman,Hy-Vee   (Jack Roush),Ford,267,running,1,15,0,Oval
33,Kansas,23,29,32,   Corey LaJoie,Plan B Sales Foundation   (Archie St. Hilaire),Ford,267,running,1,14,0,Oval
33,Kansas,24,25,13,   Ty Dillon,GEICO   (Germain Racing),Chevrolet,266,running,0,13,0,Oval
33,Kansas,25,15,8,   Tyler Reddick,Caterpillar   (Richard Childress),Chevrolet,266,running,0,12,0,Oval
33,Kansas,26,12,14,   Clint Bowyer,DeKalb / FFA   (Stewart Haas Racing),Ford,266,running,0,12,0,Oval
