Track, EndPos, StartPos, CarNumber, Driver, Sponsor, Manufacturer, Laps, Led, Pts, PPts
Atlanta,21,9,42, Ross Chastain,Clover  (Chip Ganassi),Chevrolet,259,running,0,16,0
Atlanta,22,26,7, Corey LaJoie,The Boss Baby: Family Business  (Spire Motorsports),Chevrolet,258,running,0,15,0
Atlanta,23,20,10, Aric Almirola,Smithfield  (Stewart Haas Racing),Ford,258,running,8,14,0
Atlanta,24,22,43, Erik Jones,Petty's Garage  (Richard Petty Motorsports),Chevrolet,258,running,0,13,0
Atlanta,25,34,37, Ryan Preece,Kroger / Scott Brand  (JTG-Daugherty Racing),Chevrolet,258,running,1,12,0
Atlanta,26,32,38, Anthony Alfredo,Georgia Peanuts  (Bob Jenkins),Ford,257,running,0,11,0
Atlanta,27,25,34, Michael McDowell,Fr8 Auctions  (Bob Jenkins),Ford,256,running,0,10,0
Atlanta,28,29,6, Ryan Newman,Oscar Mayer  (Jack Roush),Ford,256,running,0,9,0
Atlanta,29,28,77, Justin Haley,Fraternal Order of Eagles  (Spire Motorsports),Chevrolet,255,running,0,0,0
Atlanta,30,36,78, B.J. McLeod,Superior Logistics Services  (B.J. McLeod),Ford,254,running,0,0,0
Atlanta,31,37,53, Garrett Smithley,Seed Token  (Rick Ware),Chevrolet,253,running,0,0,0
Atlanta,32,33,15, Bayley Currey,Fort Worth Screen Printing  (Rick Ware),Chevrolet,253,running,0,0,0
Atlanta,33,31,51, Cody Ware,Nurtex ODT  (Rick Ware),Chevrolet,253,running,0,0,0
Atlanta,34,30,52, Josh Bilicki,Junction Fuels  (Rick Ware),Ford,248,running,0,3,0
Atlanta,35,35,0, Quin Houff,8 Ball Chocolate Whiskey  (StarCom Racing),Chevrolet,248,running,0,2,0
Atlanta,36,27,99, Daniel Suarez,Good Sam - Autism Awareness  (Trackhouse Racing),Chevrolet,243,running,0,1,0
Atlanta,37,16,47, Ricky Stenhouse Jr,NOS Energy Drink  (JTG-Daugherty Racing),Chevrolet,178,suspension,0,1,0
Loudon,1,22,10, Aric Almirola,Smithfield  (Stewart Haas Racing),Ford,293,running,25,46,5
Loudon,2,9,20, Christopher Bell,Rheem / Watts  (Joe Gibbs),Toyota,293,running,0,40,0
Loudon,3,11,2, Brad Keselowski,eCascadia  (Roger Penske),Ford,293,running,53,53,1
Loudon,4,15,22, Joey Logano,Auto Trader  (Roger Penske),Ford,293,running,0,33,0
Loudon,5,7,12, Ryan Blaney,Menards / Tarkett  (Roger Penske),Ford,293,running,64,50,1
Loudon,6,12,4, Kevin Harvick,Busch Light Apple  (Stewart Haas Racing),Ford,293,running,66,47,0
Loudon,7,10,5, Kyle Larson,HendrickCars.com  (Rick Hendrick),Chevrolet,293,running,0,35,0
Loudon,8,20,42, Ross Chastain,Clover  (Chip Ganassi),Chevrolet,293,running,3,34,0
Loudon,9,5,48, Alex Bowman,Ally  (Rick Hendrick),Chevrolet,293,running,0,3,0
Loudon,10,6,11, Denny Hamlin,FedEx Office  (Joe Gibbs),Toyota,293,running,1,38,0
Loudon,11,14,21, Matt DiBenedetto,Motorcraft / Quick Lane  (Wood Brothers),Ford,293,running,20,28,0
Loudon,12,2,19, Martin Truex Jr,Resers Fine Foods #LetsPicnic  (Joe Gibbs),Toyota,293,running,0,25,0
Loudon,13,8,8, Tyler Reddick,CAT #WeDigLandscaping  (Richard Childress),Chevrolet,293,running,0,33,0
Loudon,14,21,41, Cole Custer,HaasTooling.com  (Stewart Haas Racing),Ford,293,running,0,23,0
Loudon,15,29,47, Ricky Stenhouse Jr,Kroger / Dawn  (JTG-Daugherty Racing),Chevrolet,293,running,0,22,0
Loudon,16,4,1, Kurt Busch,Chevy Accessories  (Chip Ganassi),Chevrolet,292,running,2,22,0
Loudon,17,13,3, Austin Dillon,Chevrolet  (Richard Childress),Chevrolet,292,running,0,20,0
Loudon,18,3,9, Chase Elliott,NAPA Auto Parts  (Rick Hendrick),Chevrolet,292,running,53,7,0
Loudon,19,24,43, Erik Jones,Medallion Bank  (Richard Petty Motorsports),Chevrolet,292,running,0,18,0
Loudon,20,31,99, Daniel Suarez,Good Sam  (Trackhouse Racing),Chevrolet,292,running,0,17,0
Loudon,21,16,24, William Byron,Liberty University  (Rick Hendrick),Chevrolet,292,running,0,16,0
Loudon,22,25,37, Ryan Preece,Healthy Choice Power Bowls  (JTG-Daugherty Racing),Chevrolet,292,running,0,15,0
Loudon,23,26,7, Corey LaJoie,Nations Guard  (Spire Motorsports),Chevrolet,292,running,0,14,0
Loudon,24,28,6, Ryan Newman,Guaranteed Rate  (Jack Roush),Ford,292,running,0,13,0
Loudon,25,23,34, Michael McDowell,Horizon Hobby  (Bob Jenkins),Ford,292,running,0,12,0
Loudon,26,18,23, Bubba Wallace,McDonald's  (23XI Racing),Toyota,292,running,0,11,0
Loudon,27,19,14, Chase Briscoe,HighPoint.com  (Stewart Haas Racing),Ford,291,running,0,10,0
Loudon,28,30,77, Justin Haley,Diamond Creek Water  (Spire Motorsports),Chevrolet,291,running,0,0,0
Loudon,29,17,17, Chris Buescher,Fastenal  (Jack Roush),Ford,290,running,0,8,0
Loudon,30,32,78, B.J. McLeod,Motorsport Games  (B.J. McLeod),Ford,288,running,0,0,0
Loudon,31,34,51, Cody Ware,Nurtec ODT  (Rick Ware),Chevrolet,285,running,0,0,0
Loudon,32,27,38, Anthony Alfredo,Dude Wipes  (Bob Jenkins),Ford,285,running,0,5,0
Loudon,33,33,53, Garrett Smithley,Clubhouse Media Group  (Rick Ware),Chevrolet,283,running,0,0,0
Loudon,34,35,52, Josh Bilicki,Rich Mar Florist / Mayhew Tools  (Rick Ware),Ford,280,running,0,3,0
Loudon,35,36,0, Quin Houff,Permatex  (StarCom Racing),Chevrolet,187,crash,0,2,0
Loudon,36,37,15, James Davison,Project 44  (Rick Ware),Chevrolet,40,clutch,0,1,0
Loudon,37,1,18, Kyle Busch,Interstate Batteries  (Joe Gibbs),Toyota,8,crash,6,1,0
Watkins Glen,1,4,5, Kyle Larson,HendrickCars.com  (Rick Hendrick),Chevrolet,90,running,27,56,5
Watkins Glen,2,11,9, Chase Elliott,NAPA Auto Parts  (Rick Hendrick),Chevrolet,90,running,0,38,0
Watkins Glen,3,9,19, Martin Truex Jr,Reser's Fine Foods  (Joe Gibbs),Toyota,90,running,34,44,1
Watkins Glen,4,20,18, Kyle Busch,Snickers  (Joe Gibbs),Toyota,90,running,0,39,0
Watkins Glen,5,6,11, Denny Hamlin,FedEx Express  (Joe Gibbs),Toyota,90,running,6,43,0
Watkins Glen,6,15,24, William Byron,Axalta  (Rick Hendrick),Chevrolet,90,running,0,37,0
Watkins Glen,7,7,20, Christopher Bell,Stanley  (Joe Gibbs),Toyota,90,running,0,39,0
Watkins Glen,8,5,4, Kevin Harvick,Busch Light Apple  (Stewart Haas Racing),Ford,90,running,0,37,0
Watkins Glen,9,27,14, Chase Briscoe,HighPoint.com  (Stewart Haas Racing),Ford,90,running,0,34,0
Watkins Glen,10,13,8, Tyler Reddick,Chevrolet Accessories  (Richard Childress),Chevrolet,90,running,0,34,0
Watkins Glen,11,14,21, Matt DiBenedetto,Menards / Moen  (Wood Brothers),Ford,90,running,0,30,0
Watkins Glen,12,12,42, Ross Chastain,MyMcDonald's Rewards  (Chip Ganassi),Chevrolet,90,running,0,30,0
Watkins Glen,13,17,1, Kurt Busch,Monster Energy  (Chip Ganassi),Chevrolet,90,running,2,24,0
Watkins Glen,14,3,12, Ryan Blaney,Dex Imaging  (Roger Penske),Ford,90,running,0,23,0
Watkins Glen,15,16,3, Austin Dillon,Richard Childress,Chevrolet,90,running,0,24,0
Watkins Glen,16,8,10, Aric Almirola,Go Bowling  (Stewart Haas Racing),Ford,90,running,0,21,0
Watkins Glen,17,24,17, Chris Buescher,Jack Roush,Ford,90,running,0,20,0
Watkins Glen,18,19,41, Cole Custer,HaasTooling.com  (Stewart Haas Racing),Ford,90,running,0,19,0
Watkins Glen,19,18,47, Ricky Stenhouse Jr,Kroger / Bush's Beans  (JTG-Daugherty Racing),Chevrolet,90,running,1,18,0
Watkins Glen,20,10,48, Alex Bowman,Ally  (Rick Hendrick),Chevrolet,90,running,0,21,0
Watkins Glen,21,25,34, Michael McDowell,CarParts.com  (Bob Jenkins),Ford,90,running,0,16,0
Watkins Glen,22,2,22, Joey Logano,Verizon 5G  (Roger Penske),Ford,90,running,11,27,1
Watkins Glen,23,26,23, Bubba Wallace,Toyota  (23XI Racing),Toyota,90,running,0,14,0
Watkins Glen,24,29,7, Corey LaJoie,Nations Guard  (Spire Motorsports),Chevrolet,90,running,0,13,0
Watkins Glen,25,28,6, Ryan Newman,Jack Roush,Ford,89,running,0,12,0
Watkins Glen,26,31,38, Anthony Alfredo,Bence Motor Sales  (Bob Jenkins),Ford,89,running,0,11,0
Watkins Glen,27,22,43, Erik Jones,Clean Harbors  (Richard Petty Motorsports),Chevrolet,89,running,0,11,0
Watkins Glen,28,23,37, Ryan Preece,Kleenex  (JTG-Daugherty Racing),Chevrolet,89,running,0,9,0
Watkins Glen,29,30,77, Justin Haley,Fraternal Order of Eagles  (Spire Motorsports),Chevrolet,89,running,0,0,0
Watkins Glen,30,33,78, Kyle Tilley,Bremont Chronometers  (B.J. McLeod),Ford,89,running,0,7,0
Watkins Glen,31,21,99, Daniel Suarez,Good Sam  (Trackhouse Racing),Chevrolet,88,running,0,6,0
Watkins Glen,32,35,0, Quin Houff,Fare Share  (StarCom Racing),Chevrolet,88,running,0,5,0
Watkins Glen,33,34,52, Josh Bilicki,Rick Ware,Ford,88,running,0,4,0
Watkins Glen,34,37,15, R.C. Enerson,Rick Ware,Chevrolet,88,running,0,3,0
Watkins Glen,35,1,2, Brad Keselowski,Wabash National  (Roger Penske),Ford,87,running,9,2,0
Watkins Glen,36,32,53, Garrett Smithley,Skip Barber Racing  (Rick Ware),Ford,87,running,0,0,0
Watkins Glen,37,36,51, James Davison,Nurtec ODT  (Rick Ware),Ford,41,electrical,0,1,0
Indianapolis G.P.,1,8,16, A.J. Allmendinger,Hyperice  (Matthew Kaulig),Chevrolet,95,running,2,0,0
Indianapolis G.P.,2,16,12, Ryan Blaney,Menards / Knauf  (Roger Penske),Ford,95,running,0,35,0
Indianapolis G.P.,3,4,5, Kyle Larson,HendrickCars.com  (Rick Hendrick),Chevrolet,95,running,28,36,0
Indianapolis G.P.,4,3,9, Chase Elliott,Hooters  (Rick Hendrick),Chevrolet,95,running,14,35,0
Indianapolis G.P.,5,15,21, Matt DiBenedetto,Motorcraft / Quick Lane  (Wood Brothers),Ford,95,running,1,38,0
Indianapolis G.P.,6,20,1, Kurt Busch,Monster Energy  (Chip Ganassi),Chevrolet,95,running,0,31,0
Indianapolis G.P.,7,28,43, Erik Jones,Petty's Garage  (Richard Petty Motorsports),Chevrolet,95,running,0,37,0
Indianapolis G.P.,8,29,77, Justin Haley,Fraternal Order of Eagles  (Spire Motorsports),Chevrolet,95,running,0,0,0
Indianapolis G.P.,9,13,33, Austin Cindric,Money Lion  (Roger Penske),Ford,95,running,0,0,0
Indianapolis G.P.,10,32,6, Ryan Newman,Oscar Mayer Hot Dogs  (Jack Roush),Ford,95,running,0,27,0
Indianapolis G.P.,11,22,47, Ricky Stenhouse Jr,Hungry Jack  (JTG-Daugherty Racing),Chevrolet,95,running,0,37,0
Indianapolis G.P.,12,19,17, Chris Buescher,Castrol  (Jack Roush),Ford,95,running,0,25,0
Indianapolis G.P.,13,27,23, Bubba Wallace,McDonald's  (23XI Racing),Toyota,95,running,0,24,0
Indianapolis G.P.,14,25,4, Kevin Harvick,Unibet  (Stewart Haas Racing),Ford,95,running,0,23,0
Indianapolis G.P.,15,6,19, Martin Truex Jr,Auto-Owners Insurance / MTJF  (Joe Gibbs),Toyota,95,running,0,22,0
Indianapolis G.P.,16,26,7, Corey LaJoie,Diamond Creek Water  (Spire Motorsports),Chevrolet,95,running,0,25,0
Indianapolis G.P.,17,24,48, Alex Bowman,Ally  (Rick Hendrick),Chevrolet,95,running,0,20,0
Indianapolis G.P.,18,36,52, Josh Bilicki,Saved By The King  (Rick Ware),Ford,95,running,0,19,0
Indianapolis G.P.,19,18,10, Aric Almirola,Mobil 1  (Stewart Haas Racing),Ford,95,running,0,18,0
Indianapolis G.P.,20,21,18, Kyle Busch,M&M's Mix  (Joe Gibbs),Toyota,95,running,0,17,0
Indianapolis G.P.,21,11,8, Tyler Reddick,Bet MGM  (Richard Childress),Chevrolet,95,running,6,36,2
Indianapolis G.P.,22,38,0, Quin Houff,Sherfick Companies  (StarCom Racing),Chevrolet,95,running,0,15,0
Indianapolis G.P.,23,14,11, Denny Hamlin,FedEx Ground  (Joe Gibbs),Toyota,95,running,27,14,0
Indianapolis G.P.,24,31,2, Brad Keselowski,Discount Tire  (Roger Penske),Ford,95,running,2,18,0
Indianapolis G.P.,25,10,41, Cole Custer,Autodesk / HaasTooling.com  (Stewart Haas Racing),Ford,94,running,0,12,0
Indianapolis G.P.,26,2,14, Chase Briscoe,HighPoint.com / Ford Perf. Racing School  (Stewart Haas Racing),Ford,94,parked,12,13,0
Indianapolis G.P.,27,40,66, Timmy Hill,AAW Luxury Cars / CrashClaimsR.us  (Carl Long),Toyota,94,running,0,0,0
Indianapolis G.P.,28,39,53, Garrett Smithley,Jacob Companies  (Rick Ware),Ford,94,running,0,0,0
Indianapolis G.P.,29,9,42, Ross Chastain,Clover  (Chip Ganassi),Chevrolet,93,running,0,8,0
Indianapolis G.P.,30,12,34, Michael McDowell,CarParts.com  (Bob Jenkins),Ford,88,crash,1,16,0
Indianapolis G.P.,31,23,3, Austin Dillon,Dow Mobility Science  (Richard Childress),Chevrolet,88,crash,1,23,0
Indianapolis G.P.,32,34,15, James Davison,Tilson  (Rick Ware),Chevrolet,80,crash,0,5,0
Indianapolis G.P.,33,1,24, William Byron,Axalta  (Rick Hendrick),Chevrolet,77,crash,1,4,0
Indianapolis G.P.,34,7,22, Joey Logano,Shell / Pennzoil  (Roger Penske),Ford,77,crash,0,3,0
Indianapolis G.P.,35,30,37, Ryan Preece,Kroger  (JTG-Daugherty Racing),Chevrolet,77,crash,0,16,0
Indianapolis G.P.,36,17,20, Christopher Bell,Stanley Tools  (Joe Gibbs),Toyota,77,crash,0,1,0
Indianapolis G.P.,37,5,99, Daniel Suarez,CommScope  (Trackhouse Racing),Chevrolet,77,crash,0,1,0
Indianapolis G.P.,38,33,38, Anthony Alfredo,Elliott's Custom Motorcoaches  (Bob Jenkins),Ford,68,suspension,0,1,0
Indianapolis G.P.,39,35,78, Andy Lally,Blacktop Mojo  (B.J. McLeod),Ford,55,rear gear,0,0,0
Indianapolis G.P.,40,37,51, Cody Ware,Nurtec ODT  (Rick Ware),Chevrolet,46,crash,0,0,0
Michigan,1,3,12, Ryan Blaney,Menards / Cardell Cabinetry  (Roger Penske),Ford,200,running,8,40,5
Michigan,2,18,24, William Byron,Axalta  (Rick Hendrick),Chevrolet,200,running,18,43,0
Michigan,3,1,5, Kyle Larson,Cincinnati  (Rick Hendrick),Chevrolet,200,running,70,51,0
Michigan,4,6,1, Kurt Busch,Monster Energy  (Chip Ganassi),Chevrolet,200,running,1,36,0
Michigan,5,9,11, Denny Hamlin,FedEx Express  (Joe Gibbs),Toyota,200,running,10,45,0
Michigan,6,4,21, Matt DiBenedetto,Master Tech / Quick Lane  (Wood Brothers),Ford,200,running,1,36,0
Michigan,7,7,18, Kyle Busch,Interstate Batteries  (Joe Gibbs),Toyota,200,running,13,42,1
Michigan,8,2,9, Chase Elliott,NAPA Auto Parts  (Rick Hendrick),Chevrolet,200,running,68,46,1
Michigan,9,20,2, Brad Keselowski,Discount Tire  (Roger Penske),Ford,200,running,6,33,0
Michigan,10,5,19, Martin Truex Jr,Auto-Owners Insurance  (Joe Gibbs),Toyota,200,running,0,27,0
Michigan,11,21,14, Chase Briscoe,Rush Truck Centers / Cummins  (Stewart Haas Racing),Ford,200,running,0,26,0
Michigan,12,12,47, Ricky Stenhouse Jr,Kroger / Maxwell House  (JTG-Daugherty Racing),Chevrolet,200,running,0,25,0
Michigan,13,28,20, Christopher Bell,Rheem  (Joe Gibbs),Toyota,200,running,3,33,0
Michigan,14,8,4, Kevin Harvick,Busch Light Apple  (Stewart Haas Racing),Ford,200,running,0,23,0
Michigan,15,11,17, Chris Buescher,Castrol  (Jack Roush),Ford,200,running,0,22,0
Michigan,16,10,48, Alex Bowman,Ally  (Rick Hendrick),Chevrolet,200,running,0,21,0
Michigan,17,23,10, Aric Almirola,Smithfield  (Stewart Haas Racing),Ford,200,running,0,20,0
Michigan,18,13,43, Erik Jones,Medallion Bank  (Richard Petty Motorsports),Chevrolet,200,running,0,19,0
Michigan,19,15,23, Bubba Wallace,McDonald's  (23XI Racing),Toyota,200,running,0,18,0
Michigan,20,25,34, Michael McDowell,Martin Transportation Systems  (Bob Jenkins),Ford,200,running,0,17,0
Michigan,21,32,37, Ryan Preece,Entenmann's  (JTG-Daugherty Racing),Chevrolet,200,running,0,16,0
Michigan,22,30,99, Daniel Suarez,CommScope  (Trackhouse Racing),Chevrolet,200,running,0,15,0
Michigan,23,27,41, Cole Custer,Feeding America / Wow Wow  (Stewart Haas Racing),Ford,200,running,0,14,0
Michigan,24,16,6, Ryan Newman,IT Savvy  (Jack Roush),Ford,200,running,0,13,0
Michigan,25,17,77, Justin Haley,General Formulations / Mutoh  (Spire Motorsports),Chevrolet,200,running,0,0,0
Michigan,26,24,7, Josh Berry,Nations Guard  (Spire Motorsports),Chevrolet,200,running,0,0,0
Michigan,27,37,51, Cody Ware,Nurtec ODT  (Rick Ware),Chevrolet,199,running,0,0,0
Michigan,28,36,78, B.J. McLeod,Keen Parts  (B.J. McLeod),Ford,198,running,0,0,0
Michigan,29,14,8, Tyler Reddick,Chevy Accessories  (Richard Childress),Chevrolet,198,running,0,11,0
Michigan,30,31,0, Quin Houff,YMCA / Creek  (StarCom Racing),Chevrolet,196,running,0,7,0
Michigan,31,29,52, Josh Bilicki,Zeigler Auto Group  (Rick Ware),Ford,195,running,0,6,0
Michigan,32,33,53, Garrett Smithley,Kendall Motor Oil  (Rick Ware),Chevrolet,194,running,0,0,0
Michigan,33,19,22, Joey Logano,Shell / Pennzoil  (Roger Penske),Ford,188,dvp,0,9,0
Michigan,34,35,38, Anthony Alfredo,TheGoldenNuggetCasino.com  (Bob Jenkins),Ford,178,running,0,3,0
Michigan,35,22,42, Ross Chastain,Moose Fraternity  (Chip Ganassi),Chevrolet,152,running,0,2,0
Michigan,36,26,3, Austin Dillon,Breztri  (Richard Childress),Chevrolet,120,crash,2,14,0
Michigan,37,34,15, Joey Gase,Lisa Express  (Rick Ware),Chevrolet,29,crash,0,0,0
Daytona,1,6,12, Ryan Blaney,Body Armor  (Roger Penske),Ford,165,running,7,45,5
Daytona,2,20,23, Bubba Wallace,Columbia PFG  (23XI Racing),Toyota,165,running,8,37,0
Daytona,3,23,6, Ryan Newman,Coca Cola Zero Sugar  (Jack Roush),Ford,165,running,2,34,0
Daytona,4,24,37, Ryan Preece,Kroger / Coca-Cola  (JTG-Daugherty Racing),Chevrolet,165,running,0,35,0
Daytona,5,17,8, Tyler Reddick,Cheddar's Scratch Kitchen  (Richard Childress),Chevrolet,165,running,0,39,0
Daytona,6,28,77, Justin Haley,Fraternal Order of Eagles  (Spire Motorsports),Chevrolet,165,running,0,0,0
Daytona,7,15,48, Alex Bowman,Ally  (Rick Hendrick),Chevrolet,165,running,0,30,0
Daytona,8,5,9, Chase Elliott,UniFirst  (Rick Hendrick),Chevrolet,165,running,36,39,1
Daytona,9,30,78, B.J. McLeod,Boggy Creek Airboat Adventures  (B.J. McLeod),Ford,165,running,0,0,0
Daytona,10,36,52, Josh Bilicki,Jacob Companies  (Rick Ware),Ford,165,running,0,27,0
Daytona,11,21,43, Erik Jones,Columbia PFG  (Richard Petty Motorsports),Chevrolet,165,running,0,26,0
Daytona,12,8,1, Kurt Busch,Monster Energy  (Chip Ganassi),Chevrolet,165,running,0,25,0
Daytona,13,3,11, Denny Hamlin,FedEx Shaping Black Futures  (Joe Gibbs),Toyota,165,running,7,33,0
Daytona,14,19,10, Aric Almirola,Smithfield  (Stewart Haas Racing),Ford,165,running,0,23,0
Daytona,15,11,4, Kevin Harvick,Unibet  (Stewart Haas Racing),Ford,165,running,4,22,0
Daytona,16,33,7, Corey LaJoie,Built Bar  (Spire Motorsports),Chevrolet,164,crash,1,25,0
Daytona,17,27,3, Austin Dillon,Bass Pro Shops / Tracker Off Road  (Richard Childress),Chevrolet,164,crash,3,34,0
Daytona,18,29,42, Ross Chastain,Clover  (Chip Ganassi),Chevrolet,164,crash,14,26,0
Daytona,19,26,99, Daniel Suarez,CommScope  (Trackhouse Racing),Chevrolet,164,crash,0,18,0
Daytona,20,1,5, Kyle Larson,Valvoline Instant Oil Change  (Rick Hendrick),Chevrolet,164,crash,0,23,0
Daytona,21,16,14, Chase Briscoe,Mobil 1  (Stewart Haas Racing),Ford,164,crash,0,16,0
Daytona,22,12,47, Ricky Stenhouse Jr,Funfetti  (JTG-Daugherty Racing),Chevrolet,164,running,0,19,0
Daytona,23,22,22, Joey Logano,Shell / Pennzoil  (Roger Penske),Ford,164,running,37,27,1
Daytona,24,25,41, Cole Custer,Autodesk / HaasTooling.com  (Stewart Haas Racing),Ford,164,running,0,13,0
Daytona,25,9,21, Matt DiBenedetto,Menards / Dutch Boy  (Wood Brothers),Ford,164,running,0,12,0
Daytona,26,32,38, Anthony Alfredo,Speedy Cash  (Bob Jenkins),Ford,163,running,0,11,0
Daytona,27,40,66, David Starr,Midwest Mobile Tech  (Carl Long),Ford,163,running,0,0,0
Daytona,28,31,51, Cody Ware,Nurtec ODT  (Rick Ware),Chevrolet,163,running,0,0,0
Daytona,29,7,19, Martin Truex Jr,Bass Pro Shops  (Joe Gibbs),Toyota,163,running,13,14,0
Daytona,30,34,53, Garrett Smithley,True Brand  (Rick Ware),Chevrolet,163,running,0,0,0
Daytona,31,37,15, Joey Gase,Pro Master  (Rick Ware),Ford,162,running,0,0,0
Daytona,32,14,20, Christopher Bell,Rheem  (Joe Gibbs),Toyota,157,crash,8,7,0
Daytona,33,10,2, Brad Keselowski,Pirtek  (Roger Penske),Ford,156,crash,0,4,0
Daytona,34,4,18, Kyle Busch,Interstate Batteries  (Joe Gibbs),Toyota,156,crash,5,14,0
Daytona,35,38,16, Kaz Grala,Goettl Air Conditioning  (Matthew Kaulig),Chevrolet,156,crash,0,0,0
Daytona,36,39,96, Landon Cassill,Carnomaly  (Gaunt Brothers),Toyota,146,crash,0,0,0
Daytona,37,2,24, William Byron,Liberty University  (Rick Hendrick),Chevrolet,146,crash,12,9,0
Daytona,38,35,0, Quin Houff,Units  (StarCom Racing),Chevrolet,136,running,0,1,0
Daytona,39,18,34, Michael McDowell,CarParts.com  (Bob Jenkins),Ford,23,engine,0,1,0
Daytona,40,13,17, Chris Buescher,Fifth Third Bank  (Jack Roush),Ford,165,disqualified,8,1,0
Darlington,1,2,11, Denny Hamlin,Offerpad  (Joe Gibbs),Toyota,367,running,146,57,6
Darlington,2,6,5, Kyle Larson,HendrickCars.com  (Rick Hendrick),Chevrolet,367,running,156,54,1
Darlington,3,23,42, Ross Chastain,McDonald's  (Chip Ganassi),Chevrolet,367,running,1,44,0
Darlington,4,10,19, Martin Truex Jr,Bass Pro Shops  (Joe Gibbs),Toyota,367,running,1,38,0
Darlington,5,9,4, Kevin Harvick,Busch Light Fan Design  (Stewart Haas Racing),Ford,367,running,20,44,0
Darlington,6,3,1, Kurt Busch,Monster Energy  (Chip Ganassi),Chevrolet,367,running,13,44,0
Darlington,7,16,2, Brad Keselowski,Discount Tire  (Roger Penske),Ford,367,running,0,30,0
Darlington,8,11,22, Joey Logano,Shell / Pennzoil  (Roger Penske),Ford,367,running,0,34,0
Darlington,9,34,17, Chris Buescher,Roush Performance  (Jack Roush),Ford,367,running,0,28,0
Darlington,10,21,3, Austin Dillon,Bass Pro Shops / Tracker Off Road  (Richard Childress),Chevrolet,367,running,0,27,0
Darlington,11,31,41, Cole Custer,HaasTooling.com Demo Day  (Stewart Haas Racing),Ford,367,running,0,26,0
Darlington,12,18,37, Ryan Preece,Kroger / Hershey's S'mores  (JTG-Daugherty Racing),Chevrolet,367,running,0,25,0
Darlington,13,26,99, Daniel Suarez,Good Sam  (Trackhouse Racing),Chevrolet,367,running,0,24,0
Darlington,14,19,6, Ryan Newman,Oscar Mayer Bologna  (Jack Roush),Ford,367,running,0,23,0
Darlington,15,25,7, Corey LaJoie,Schluter Systems  (Spire Motorsports),Chevrolet,367,running,0,23,0
Darlington,16,8,10, Aric Almirola,Smithfield  (Stewart Haas Racing),Ford,366,running,0,24,0
Darlington,17,29,47, Ricky Stenhouse Jr,Kroger / Little Hug  (JTG-Daugherty Racing),Chevrolet,366,running,0,20,0
Darlington,18,7,8, Tyler Reddick,Childress Vineyards  (Richard Childress),Chevrolet,366,running,0,23,0
Darlington,19,24,14, Chase Briscoe,HighPoint.com / Founders  (Stewart Haas Racing),Ford,366,running,0,18,0
Darlington,20,13,20, Christopher Bell,Sport Clips Haircuts  (Joe Gibbs),Toyota,366,running,10,26,0
Darlington,21,17,23, Bubba Wallace,Door Dash  (23XI Racing),Toyota,366,running,0,16,0
Darlington,22,1,12, Ryan Blaney,Menards / Richmond  (Roger Penske),Ford,366,running,17,24,0
Darlington,23,30,21, Matt DiBenedetto,Motorcraft / Quick Lane  (Wood Brothers),Ford,365,running,0,14,0
Darlington,24,32,38, Anthony Alfredo,Chicago Pneumatic Compressors  (Bob Jenkins),Ford,364,running,0,13,0
Darlington,25,20,77, Justin Haley,Bon Secours / Swamp Rabbits  (Spire Motorsports),Chevrolet,364,running,0,0,0
Darlington,26,5,48, Alex Bowman,Ally  (Rick Hendrick),Chevrolet,363,running,0,11,0
Darlington,27,27,78, B.J. McLeod,CorvetteParts.net  (B.J. McLeod),Ford,359,running,0,0,0
Darlington,28,28,52, Josh Bilicki,Junction Fuels Throwback  (Rick Ware),Ford,359,running,0,9,0
Darlington,29,35,15, Joey Gase,Rick Ware,Chevrolet,357,running,1,0,0
Darlington,30,37,0, Quin Houff,Units  (StarCom Racing),Chevrolet,355,running,0,7,0
Darlington,31,4,9, Chase Elliott,NAPA / Children's  (Rick Hendrick),Chevrolet,327,crash,0,9,0
Darlington,32,22,43, Erik Jones,Petty's Garage  (Richard Petty Motorsports),Chevrolet,264,engine,2,5,0
Darlington,33,33,51, Cody Ware,Nurtec ODT  (Rick Ware),Chevrolet,209,crash,0,0,0
Darlington,34,14,24, William Byron,Axalta  (Rick Hendrick),Chevrolet,199,crash,0,3,0
Darlington,35,12,18, Kyle Busch,M&M's  (Joe Gibbs),Toyota,125,crash,0,2,0
Darlington,36,36,53, James Davison,Rick Ware,Chevrolet,50,crash,0,1,0
Darlington,37,15,34, Michael McDowell,Love's Travel Stops  (Bob Jenkins),Ford,30,crash,0,1,0
Richmond,1,3,19, Martin Truex Jr,Bass Pro Shops Red White & Blue  (Joe Gibbs),Toyota,400,running,80,51,5
Richmond,2,2,11, Denny Hamlin,FedEx Ground  (Joe Gibbs),Toyota,400,running,197,55,2
Richmond,3,10,20, Christopher Bell,DeWalt Salutes First Responders  (Joe Gibbs),Toyota,400,running,10,39,0
Richmond,4,13,9, Chase Elliott,Kelley Blue Book  (Rick Hendrick),Chevrolet,400,running,58,42,0
Richmond,5,6,22, Joey Logano,Shell / Pennzoil  (Roger Penske),Ford,400,running,0,46,0
Richmond,6,1,5, Kyle Larson,HendrickCars.com  (Rick Hendrick),Chevrolet,400,running,8,45,0
Richmond,7,17,42, Ross Chastain,Moose Fraternity  (Chip Ganassi),Chevrolet,400,running,4,39,0
