Track,EndingPosition,StartingPosition,CarNumber,Driver,Sponsor,Owner,CarManufacturer,TrackType,Length
Richmond,8,10,18,KyleBusch,M&M'sRedNoseDa,JoeGibbs,Toyota,Oval,300
Richmond,9,16,21,MattDiBenedetto,Menards/Libma,WoodBrothers,Ford,Oval,300
Richmond,10,11,3,AustinDillon,Chevrole,RichardChildress,Chevrolet,Oval,300
Richmond,11,7,12,RyanBlaney,BodyArmo,RogerPenske,Ford,Oval,300
Richmond,12,3,9,ChaseElliott,NAPAAutoPart,RickHendrick,Chevrolet,Oval,300
Richmond,13,17,1,KurtBusch,TubiT,ChipGanassi,Chevrolet,Oval,300
Richmond,14,20,2,BradKeselowski,DiscountTir,RogerPenske,Ford,Oval,300
Richmond,15,18,42,RossChastain,McDonald',ChipGanassi,Chevrolet,Oval,300
Richmond,16,27,99,DanielSuarez,CampingWorl,TrackhouseRacing,Chevrolet,Oval,300
Richmond,17,14,47,RickyStenhouseJr,Kroger/NatureValle,JTG-DaughertyRacing,Chevrolet,Oval,300
Richmond,18,6,5,KyleLarson,HendrickCars.co,RickHendrick,Chevrolet,Oval,300
Richmond,19,30,43,ErikJones,MedallionBan,RichardPettyMotorsports,Chevrolet,Oval,300
Richmond,20,13,8,TylerReddick,CAT#WhatPowersYo,RichardChildress,Chevrolet,Oval,300
Richmond,21,36,7,CoreyLaJoie,SchluterSystem,SpireMotorsports,Chevrolet,Oval,300
Richmond,22,26,14,ChaseBriscoe,GlobalMustangWee,StewartHaasRacing,Ford,Oval,300
Richmond,23,21,41,ColeCuster,HaasTooling.co,StewartHaasRacing,Ford,Oval,300
Richmond,24,9,4,KevinHarvick,HuntBrothersPizz,StewartHaasRacing,Ford,Oval,300
Richmond,25,12,17,ChrisBuescher,FifthThirdBan,JackRoush,Ford,Oval,300
Richmond,26,15,23,BubbaWallace,RootInsuranc,23XIRacing,Toyota,Oval,300
Richmond,27,23,34,MichaelMcDowell,Love'sTravelStops/Speedc,BobJenkins,Ford,Oval,300
Richmond,28,38,33,AustinCindric,Verizon5,RogerPenske,Ford,Oval,300
Richmond,29,25,37,RyanPreece,MaxwellHous,JTG-DaughertyRacing,Chevrolet,Oval,300
Richmond,30,19,6,RyanNewman,OscarMayerBaco,JackRoush,Ford,Oval,300
Richmond,31,29,38,AnthonyAlfredo,MD,BobJenkins,Ford,Oval,300
Richmond,32,35,78,B.J.McLeod,SurfaceSunscree,B.J.McLeod,Ford,Oval,300
Richmond,33,28,15,JamesDavison,JacobCompanie,RickWare,Chevrolet,Oval,300
Richmond,34,32,0,QuinHouff,Mount-N-Loc,StarComRacing,Chevrolet,Oval,300
Richmond,35,37,53,GarrettSmithley,TrophyTracto,RickWare,Chevrolet,Oval,300
Richmond,36,33,51,CodyWare,NurtecOD,RickWare,Chevrolet,Oval,300
Richmond,37,31,52,JoshBilicki,InsuranceKin,RickWare,Ford,Oval,300
Richmond,38,34,77,JustinHaley,DiamondCreekWate,SpireMotorsports,Chevrolet,Oval,300
Talladega,1,10,2,BradKeselowski,MoneyLio,RogerPenske,Ford,SuperSpeedway,508
Talladega,2,4,24,WilliamByron,LibertyUniversit,RickHendrick,Chevrolet,SuperSpeedway,508
Talladega,3,23,34,MichaelMcDowell,Love'sTravelStops/Speedc,BobJenkins,Ford,SuperSpeedway,508
Talladega,4,16,4,KevinHarvick,BuschDogBre,StewartHaasRacing,Ford,SuperSpeedway,508
Talladega,5,13,21,MattDiBenedetto,Motorcraft/QuickLan,WoodBrothers,Ford,SuperSpeedway,508
Talladega,6,38,16,KazGrala,Chevrolet/Hyperic,MatthewKaulig,Chevrolet,SuperSpeedway,508
Talladega,7,20,8,TylerReddick,Rolan,RichardChildress,Chevrolet,SuperSpeedway,508
Talladega,8,11,3,AustinDillon,BassProShops/TrackerOffRoa,RichardChildress,Chevrolet,SuperSpeedway,508
Talladega,9,7,12,RyanBlaney,Menards/Sylvani,RogerPenske,Ford,SuperSpeedway,508
Talladega,10,27,41,ColeCuster,HaasTooling.co,StewartHaasRacing,Ford,SuperSpeedway,508
Talladega,11,25,14,ChaseBriscoe,RushTruckCenters/Cummin,StewartHaasRacing,Ford,SuperSpeedway,508
Talladega,12,30,38,AnthonyAlfredo,SpeedyCas,BobJenkins,Ford,SuperSpeedway,508
Talladega,13,28,6,RyanNewman,Castro,JackRoush,Ford,SuperSpeedway,508
Talladega,14,29,37,RyanPreece,Kroger/Reese',JTG-DaughertyRacing,Chevrolet,SuperSpeedway,508
Talladega,15,14,10,AricAlmirola,Smithfiel,StewartHaasRacing,Ford,SuperSpeedway,508
Talladega,16,18,42,RossChastain,Caregility/Yorkte,ChipGanassi,Chevrolet,SuperSpeedway,508
Talladega,17,6,20,ChristopherBell,DeWal,JoeGibbs,Toyota,SuperSpeedway,508
Talladega,18,9,18,KyleBusch,InterstateBatterie,JoeGibbs,Toyota,SuperSpeedway,508
Talladega,19,24,23,BubbaWallace,DoorDas,23XIRacing,Toyota,SuperSpeedway,508
Talladega,20,39,96,HarrisonBurton,DexImagin,GauntBrothers,Toyota,SuperSpeedway,508
Talladega,21,21,17,ChrisBuescher,Fastenal/Milwauke,JackRoush,Ford,SuperSpeedway,508
Talladega,22,26,7,CoreyLaJoie,FoxNatio,SpireMotorsports,Chevrolet,SuperSpeedway,508
Talladega,23,19,99,DanielSuarez,CommScop,TrackhouseRacing,Chevrolet,SuperSpeedway,508
Talladega,24,8,9,ChaseElliott,NAPAAutoPart,RickHendrick,Chevrolet,SuperSpeedway,508
Talladega,25,31,78,B.J.McLeod,Long-LewisAutomotiveGrou,B.J.McLeod,Ford,SuperSpeedway,508
Talladega,26,37,15,J.J.Yeley,ArrowheadBras,RickWare,Chevrolet,SuperSpeedway,508
Talladega,27,22,43,ErikJones,U.S.AirForceTuskegeeAirme,RichardPettyMotorsports,Chevrolet,SuperSpeedway,508
Talladega,28,33,51,CodyWare,NurtecOD,RickWare,Chevrolet,SuperSpeedway,508
Talladega,29,40,66,TimmyHill,SupremeTransportatio,CarlLong,Ford,SuperSpeedway,508
Talladega,30,34,77,JustinHaley,FO,SpireMotorsports,Chevrolet,SuperSpeedway,508
Talladega,31,3,19,MartinTruexJr,BassProShop,JoeGibbs,Toyota,SuperSpeedway,508
Talladega,32,1,11,DennyHamlin,FedExGroun,JoeGibbs,Toyota,SuperSpeedway,508
Talladega,33,17,47,RickyStenhouseJr,NOSEnergyDrin,JTG-DaughertyRacing,Chevrolet,SuperSpeedway,508
Talladega,34,35,28,JoeyGase,RegisterMeDaveyAllisonTribut,RickWare,Ford,SuperSpeedway,508
Talladega,35,15,1,KurtBusch,MonsterEnerg,ChipGanassi,Chevrolet,SuperSpeedway,508
Talladega,36,36,52,JoshBilicki,JacobCompanie,RickWare,Ford,SuperSpeedway,508
Talladega,37,32,0,QuinHouff,Permate,StarComRacing,Chevrolet,SuperSpeedway,508
Talladega,38,5,48,AlexBowman,All,RickHendrick,Chevrolet,SuperSpeedway,508
Talladega,39,2,22,JoeyLogano,Autotrade,RogerPenske,Ford,SuperSpeedway,508
Talladega,40,12,5,KyleLarson,Hendrickcars.co,RickHendrick,Chevrolet,SuperSpeedway,508
Kansas,1,9,18,KyleBusch,M&M'sMi,JoeGibbs,Toyota,Oval,401
Kansas,2,4,4,KevinHarvick,BuschLightForTheFarmer,StewartHaasRacing,Ford,Oval,401
Kansas,3,1,2,BradKeselowski,Verizon5,RogerPenske,Ford,Oval,401
Kansas,4,5,21,MattDiBenedetto,Dickies/Menard,WoodBrothers,Ford,Oval,401
Kansas,5,17,9,ChaseElliott,UniFirs,RickHendrick,Chevrolet,Oval,401
Kansas,6,15,19,MartinTruexJr,Auto-OwnersInsuranc,JoeGibbs,Toyota,Oval,401
Kansas,7,11,8,TylerReddick,ChildressVineyard,RichardChildress,Chevrolet,Oval,401
Kansas,8,16,17,ChrisBuescher,AutoTempes,JackRoush,Ford,Oval,401
Kansas,9,2,24,WilliamByron,Axalt,RickHendrick,Chevrolet,Oval,401
Kansas,10,6,3,AustinDillon,BassProShops/TrackerOffRoa,RichardChildress,Chevrolet,Oval,401
Kansas,11,21,99,DanielSuarez,CampingWorl,TrackhouseRacing,Chevrolet,Oval,401
Kansas,12,20,11,DennyHamlin,FedExFreigh,JoeGibbs,Toyota,Oval,401
Kansas,13,3,34,MichaelMcDowell,CarParts.co,BobJenkins,Ford,Oval,401
Kansas,14,24,42,RossChastain,Clove,ChipGanassi,Chevrolet,Oval,401
Kansas,15,28,1,KurtBusch,MonsterEnerg,ChipGanassi,Chevrolet,Oval,401
Kansas,16,14,6,RyanNewman,Hy-Ve,JackRoush,Ford,Oval,401
Kansas,17,29,22,JoeyLogano,AAAInsuranc,RogerPenske,Ford,Oval,401
Kansas,18,25,48,AlexBowman,All,RickHendrick,Chevrolet,Oval,401
Kansas,19,32,5,KyleLarson,HendrickCars.co,RickHendrick,Chevrolet,Oval,401
Kansas,20,19,14,ChaseBriscoe,HighPoint.co,StewartHaasRacing,Ford,Oval,401
Kansas,21,7,12,RyanBlaney,Menards/Moe,RogerPenske,Ford,Oval,401
Kansas,22,38,33,AustinCindric,MoneyLio,RogerPenske,Ford,Oval,401
Kansas,23,22,38,AnthonyAlfredo,DudeWipe,BobJenkins,Ford,Oval,401
Kansas,24,10,41,ColeCuster,HaasTooling.co,StewartHaasRacing,Ford,Oval,401
Kansas,25,27,43,ErikJones,BlackEntrepreneurInitiativ,RichardPettyMotorsports,Chevrolet,Oval,401
Kansas,26,13,23,BubbaWallace,Dr.PepperZeroSuga,23XIRacing,Toyota,Oval,401
Kansas,27,26,7,CoreyLaJoie,NationsGuar,SpireMotorsports,Chevrolet,Oval,401
Kansas,28,8,20,ChristopherBell,Rhee,JoeGibbs,Toyota,Oval,401
Kansas,29,18,10,AricAlmirola,Smithfield/PriceChoppe,StewartHaasRacing,Ford,Oval,401
Kansas,30,31,77,JustinHaley,NASCARTrucksatKnoxvill,SpireMotorsports,Chevrolet,Oval,401
Kansas,31,30,78,B.J.McLeod,Celsiu,B.J.McLeod,Ford,Oval,401
Kansas,32,12,37,RyanPreece,NatureValle,JTG-DaughertyRacing,Chevrolet,Oval,401
Kansas,33,36,53,GarrettSmithley,SmartSanitize,RickWare,Chevrolet,Oval,401
Kansas,34,23,47,RickyStenhouseJr,Kroger/Energize,JTG-DaughertyRacing,Chevrolet,Oval,401
Kansas,35,35,15,JoeyGase,ExploreBranso,RickWare,Chevrolet,Oval,401
Kansas,36,33,51,CodyWare,NurtecOD,RickWare,Chevrolet,Oval,401
Kansas,37,34,0,QuinHouff,8BallChocolateWhiske,StarComRacing,Chevrolet,Oval,401
Kansas,38,39,55,MattMills,SiebertElectric/J.F.Electri,B.J.McLeod,Ford,Oval,401
Kansas,39,37,52,JoshBilicki,RBRAviatio,RickWare,Ford,Oval,401
Darlington,1,4,19,MartinTruexJr,Auto-OwnersInsuranc,JoeGibbs,Toyota,Oval,400
Darlington,2,14,5,KyleLarson,HendrickCars.comThrowbac,RickHendrick,Chevrolet,Oval,400
Darlington,3,3,18,KyleBusch,M&M',JoeGibbs,Toyota,Oval,400
Darlington,4,5,24,WilliamByron,ValvolineThrowbac,RickHendrick,Chevrolet,Oval,400
Darlington,5,7,11,DennyHamlin,SportClip,JoeGibbs,Toyota,Oval,400
Darlington,6,2,4,KevinHarvick,Mobil1Throwbac,StewartHaasRacing,Ford,Oval,400
Darlington,7,6,9,ChaseElliott,HootersThrowbac,RickHendrick,Chevrolet,Oval,400
Darlington,8,16,12,RyanBlaney,AdvanceAutoPart,RogerPenske,Ford,Oval,400
Darlington,9,11,17,ChrisBuescher,FifthThirdBan,JackRoush,Ford,Oval,400
Darlington,10,20,6,RyanNewman,KohlerGenerator,JackRoush,Ford,Oval,400
Darlington,11,22,14,ChaseBriscoe,HighPoint.comThrowbac,StewartHaasRacing,Ford,Oval,400
Darlington,12,10,8,TylerReddick,QuartzHillRecord,RichardChildress,Chevrolet,Oval,400
Darlington,13,12,22,JoeyLogano,Shell/Pennzoi,RogerPenske,Ford,Oval,400
Darlington,14,21,20,ChristopherBell,Rhee,JoeGibbs,Toyota,Oval,400
Darlington,15,18,42,RossChastain,McDonald',ChipGanassi,Chevrolet,Oval,400
Darlington,16,9,3,AustinDillon,BassProShop,RichardChildress,Chevrolet,Oval,400
Darlington,17,19,48,AlexBowman,AllyThrowbac,RickHendrick,Chevrolet,Oval,400
Darlington,18,26,43,ErikJones,ST,RichardPettyMotorsports,Chevrolet,Oval,400
Darlington,19,8,21,MattDiBenedetto,Menards/DutchBo,WoodBrothers,Ford,Oval,400
Darlington,20,28,47,RickyStenhouseJr,Kroger/Tid,JTG-DaughertyRacing,Chevrolet,Oval,400
Darlington,21,23,23,BubbaWallace,RootInsuranc,23XIRacing,Toyota,Oval,400
Darlington,22,30,7,CoreyLaJoie,InMemoryofAlanKulwick,SpireMotorsports,Chevrolet,Oval,400
Darlington,23,15,99,DanielSuarez,CampingWorldThrowbac,TrackhouseRacing,Chevrolet,Oval,400
Darlington,24,1,2,BradKeselowski,Freightline,RogerPenske,Ford,Oval,400
Darlington,25,29,37,RyanPreece,Velveet,JTG-DaughertyRacing,Chevrolet,Oval,400
Darlington,26,25,38,AnthonyAlfredo,WeCar,BobJenkins,Ford,Oval,400
Darlington,27,13,34,MichaelMcDowell,Fr8Auction,BobJenkins,Ford,Oval,400
Darlington,28,31,77,JustinHaley,FOEMother'sDa,SpireMotorsports,Chevrolet,Oval,400
Darlington,29,34,53,J.J.Yeley,FatBoyIceCrea,RickWare,Chevrolet,Oval,400
Darlington,30,35,0,QuinHouff,BosKlein/RC,StarComRacing,Chevrolet,Oval,400
Darlington,31,36,15,JamesDavison,HopeGiversThrowbac,RickWare,Chevrolet,Oval,400
Darlington,32,32,78,B.J.McLeod,CorvetteParts.net/KeenPart,B.J.McLeod,Ford,Oval,400
Darlington,33,37,52,JoshBilicki,InsuranceKingThrowbac,RickWare,Ford,Oval,400
Darlington,34,33,51,CodyWare,NurtecODTThrowbac,RickWare,Chevrolet,Oval,400
Darlington,35,17,1,KurtBusch,MonsterEnerg,ChipGanassi,Chevrolet,Oval,400
Darlington,36,24,41,ColeCuster,HaasTooling.comMother'sDa,StewartHaasRacing,Ford,Oval,400
Darlington,37,27,10,AricAlmirola,Smithfield/Winn-Dixi,StewartHaasRacing,Ford,Oval,400
Dover,1,16,48,AlexBowman,All,RickHendrick,Chevrolet,Oval,400
Dover,2,4,5,KyleLarson,NationsGuar,RickHendrick,Chevrolet,Oval,400
Dover,3,8,9,ChaseElliott,NAPAAutoPart,RickHendrick,Chevrolet,Oval,400
Dover,4,3,24,WilliamByron,Axalt,RickHendrick,Chevrolet,Oval,400
Dover,5,9,22,JoeyLogano,Shell/Pennzoi,RogerPenske,Ford,Oval,400
Dover,6,5,4,KevinHarvick,HuntBrothersPizz,StewartHaasRacing,Ford,Oval,400
Dover,7,2,11,DennyHamlin,FedExOffic,JoeGibbs,Toyota,Oval,400
Dover,8,12,8,TylerReddick,CATLinkagePart,RichardChildress,Chevrolet,Oval,400
Dover,9,24,99,DanielSuarez,CommScop,TrackhouseRacing,Chevrolet,Oval,400
Dover,10,30,41,ColeCuster,HaasTooling.co,StewartHaasRacing,Ford,Oval,400
Dover,11,22,23,BubbaWallace,McDonald',23XIRacing,Toyota,Oval,400
Dover,12,7,12,RyanBlaney,Menards/CardellCabinetr,RogerPenske,Ford,Oval,400
Dover,13,28,1,KurtBusch,Yorktel/Caregilit,ChipGanassi,Chevrolet,Oval,400
Dover,14,14,3,AustinDillon,HukPerformanceFishin,RichardChildress,Chevrolet,Oval,400
Dover,15,19,42,RossChastain,MooseFraternit,ChipGanassi,Chevrolet,Oval,400
Dover,16,15,2,BradKeselowski,Wurth/UT,RogerPenske,Ford,Oval,400
Dover,17,10,17,ChrisBuescher,Fastena,JackRoush,Ford,Oval,400
Dover,18,25,37,RyanPreece,Thomas'EnglishMuffin,JTG-DaughertyRacing,Chevrolet,Oval,400
Dover,19,1,19,MartinTruexJr,Reser'sFineFood,JoeGibbs,Toyota,Oval,400
Dover,20,20,47,RickyStenhouseJr,Bush'sBean,JTG-DaughertyRacing,Chevrolet,Oval,400
Dover,21,11,20,ChristopherBell,StanleyTool,JoeGibbs,Toyota,Oval,400
Dover,22,23,43,ErikJones,MedallionBan,RichardPettyMotorsports,Chevrolet,Oval,400
Dover,23,13,6,RyanNewman,GuaranteedRat,JackRoush,Ford,Oval,400
Dover,24,18,21,MattDiBenedetto,Motorcraft/QuickLan,WoodBrothers,Ford,Oval,400
Dover,25,21,34,MichaelMcDowell,ResolveFinanc,BobJenkins,Ford,Oval,400
Dover,26,26,7,CoreyLaJoie,DrydenePerformanceProduct,SpireMotorsports,Chevrolet,Oval,400
Dover,27,6,18,KyleBusch,M&M'sMi,JoeGibbs,Toyota,Oval,400
Dover,28,27,38,AnthonyAlfredo,SpeedyCas,BobJenkins,Ford,Oval,400
Dover,29,35,0,QuinHouff,Reliant/Verkad,StarComRacing,Chevrolet,Oval,400
Dover,30,29,77,JoshBerry,DiamondCreekWate,SpireMotorsports,Chevrolet,Oval,400
Dover,31,34,51,CodyWare,NurtecOD,RickWare,Chevrolet,Oval,400
Dover,32,36,53,GarrettSmithley,RichMarFlorist,RickWare,Chevrolet,Oval,400
Dover,33,33,15,JamesDavison,SmartSanitize,RickWare,Chevrolet,Oval,400
Dover,34,37,52,JoshBilicki,Bullshooter.co,RickWare,Ford,Oval,400
Dover,35,17,14,ChaseBriscoe,FordPerformanceRacingSchoo,StewartHaasRacing,Ford,Oval,400
Dover,36,31,78,B.J.McLeod,SurfaceSunscreen/KoolboxIc,B.J.McLeod,Ford,Oval,400
Dover,37,32,10,AricAlmirola,Smithfield/WeisMarket,StewartHaasRacing,Ford,Oval,400
Austin,1,8,9,ChaseElliott,Lluma,RickHendrick,Chevrolet,Road,184
Austin,2,2,5,KyleLarson,Hendrickcars.co,RickHendrick,Chevrolet,Road,184
Austin,3,6,22,JoeyLogano,Shell/Pennzoi,RogerPenske,Ford,Road,184
Austin,4,20,42,RossChastain,Clove,ChipGanassi,Chevrolet,Road,184
Austin,5,7,16,A.J.Allmendinger,Hyperic,MatthewKaulig,Chevrolet,Road,184
Austin,6,27,14,ChaseBriscoe,HighPoint.co,StewartHaasRacing,Ford,Road,184
Austin,7,23,34,MichaelMcDowell,OutWestExpres,BobJenkins,Ford,Road,184
Austin,8,12,48,AlexBowman,All,RickHendrick,Chevrolet,Road,184
Austin,9,1,8,TylerReddick,Cheddar'sScratchKitche,RichardChildress,Chevrolet,Road,184
Austin,10,4,18,KyleBusch,M&M'sMi,JoeGibbs,Toyota,Road,184
Austin,11,5,24,WilliamByron,LibertyUniversit,RickHendrick,Chevrolet,Road,184
Austin,12,16,3,AustinDillon,Workris,RichardChildress,Chevrolet,Road,184
Austin,13,28,17,ChrisBuescher,AutoTempes,JackRoush,Ford,Road,184
Austin,14,19,11,DennyHamlin,FedExGroun,JoeGibbs,Toyota,Road,184
Austin,15,36,37,RyanPreece,LouisianaHotSauc,JTG-DaughertyRacing,Chevrolet,Road,184
Austin,16,29,43,ErikJones,BlackEntrepreneurInitiativ,RichardPettyMotorsports,Chevrolet,Road,184
Austin,17,9,12,RyanBlaney,BodyArmo,RogerPenske,Ford,Road,184
Austin,18,37,38,AnthonyAlfredo,MD,BobJenkins,Ford,Road,184
Austin,19,24,2,BradKeselowski,ThomasBuiltBuse,RogerPenske,Ford,Road,184
Austin,20,25,7,CoreyLaJoie,SchluterSystem,SpireMotorsports,Chevrolet,Road,184
Austin,21,33,96,TyDillon,BassProShops/BlackRifleCoffe,GauntBrothers,Toyota,Road,184
Austin,22,22,47,RickyStenhouseJr,Kroger/LouisianaHotSauc,JTG-DaughertyRacing,Chevrolet,Road,184
Austin,23,21,21,MattDiBenedetto,Menards/QuakerStat,WoodBrothers,Ford,Road,184
Austin,24,34,6,RyanNewman,GuaranteedRat,JackRoush,Ford,Road,184
Austin,25,3,33,AustinCindric,Pirte,RogerPenske,Ford,Road,184
Austin,26,26,10,AricAlmirola,Smithfiel,StewartHaasRacing,Ford,Road,184
Austin,27,13,1,KurtBusch,MonsterEnerg,ChipGanassi,Chevrolet,Road,184
Austin,28,38,53,GarrettSmithley,JacobCompanie,RickWare,Ford,Road,184
Austin,29,32,15,JamesDavison,SkipBarberRacingSchoo,RickWare,Chevrolet,Road,184
Austin,30,31,52,JoshBilicki,JunctionFuel,RickWare,Ford,Road,184
Austin,31,39,78,KyleTilley,Bremont/BattleAssociate,B.J.McLeod,Ford,Road,184
Austin,32,35,51,CodyWare,NurtecOD,RickWare,Chevrolet,Road,184
Austin,33,15,99,DanielSuarez,ONXHomes/iFl,TrackhouseRacing,Chevrolet,Road,184
Austin,34,40,0,QuinHouff,Mane'nTail/SpiritUntame,StarComRacing,Chevrolet,Road,184
Austin,35,17,19,MartinTruexJr,BassProShop,JoeGibbs,Toyota,Road,184
Austin,36,14,41,ColeCuster,HaasTooling.co,StewartHaasRacing,Ford,Road,184
Austin,37,11,4,KevinHarvick,Mobil1Thousand.co,StewartHaasRacing,Ford,Road,184
Austin,38,10,20,ChristopherBell,Craftsma,JoeGibbs,Toyota,Road,184
Austin,39,18,23,BubbaWallace,DoorDas,23XIRacing,Toyota,Road,184
Austin,40,30,77,JustinHaley,FraternalOrderofEagle,SpireMotorsports,Chevrolet,Road,184
Charlotte,1,1,5,KyleLarson,MetroTec,RickHendrick,Chevrolet,Oval,600
Charlotte,2,3,9,ChaseElliott,NAPAAutoPart,RickHendrick,Chevrolet,Oval,600
Charlotte,3,20,18,KyleBusch,"M&M'sRed,White&Blu",JoeGibbs,Toyota,Oval,600
Charlotte,4,4,24,WilliamByron,LibertyUniversit,RickHendrick,Chevrolet,Oval,600
Charlotte,5,7,48,AlexBowman,AllyPatrioti,RickHendrick,Chevrolet,Oval,600
Charlotte,6,6,3,AustinDillon,BassProShops/TrackerOffRoa,RichardChildress,Chevrolet,Oval,600
Charlotte,7,14,11,DennyHamlin,FedExFreigh,JoeGibbs,Toyota,Oval,600
Charlotte,8,27,17,ChrisBuescher,FifthThirdBan,JackRoush,Ford,Oval,600
Charlotte,9,15,8,TylerReddick,AlscoUniform,RichardChildress,Chevrolet,Oval,600
Charlotte,10,5,4,KevinHarvick,Mobil,StewartHaasRacing,Ford,Oval,600
Charlotte,11,13,2,BradKeselowski,KeystoneLigh,RogerPenske,Ford,Oval,600
Charlotte,12,2,47,RickyStenhouseJr,Cottonell,JTG-DaughertyRacing,Chevrolet,Oval,600
Charlotte,13,11,12,RyanBlaney,BodyArmorEdg,RogerPenske,Ford,Oval,600
Charlotte,14,18,23,BubbaWallace,DoorDas,23XIRacing,Toyota,Oval,600
Charlotte,15,9,99,DanielSuarez,CampingWorl,TrackhouseRacing,Chevrolet,Oval,600
Charlotte,16,19,43,ErikJones,Petty'sGarag,RichardPettyMotorsports,Chevrolet,Oval,600
Charlotte,17,16,22,JoeyLogano,Shell/Pennzoi,RogerPenske,Ford,Oval,600
Charlotte,18,22,21,MattDiBenedetto,Menards/MasterforceTool,WoodBrothers,Ford,Oval,600
Charlotte,19,26,7,CoreyLaJoie,DiamondCreekWate,SpireMotorsports,Chevrolet,Oval,600
Charlotte,20,24,34,MichaelMcDowell,Fr8Auction,BobJenkins,Ford,Oval,600
Charlotte,21,23,41,ColeCuster,FeedingAmerica/WowWo,StewartHaasRacing,Ford,Oval,600
Charlotte,22,31,10,AricAlmirola,Smithfiel,StewartHaasRacing,Ford,Oval,600
Charlotte,23,21,14,ChaseBriscoe,HighPoint.co,StewartHaasRacing,Ford,Oval,600
Charlotte,24,17,20,ChristopherBell,TheMemorialDayToyot,JoeGibbs,Toyota,Oval,600
Charlotte,25,29,38,AnthonyAlfredo,DeathWishCoffe,BobJenkins,Ford,Oval,600
Charlotte,26,28,37,RyanPreece,Kroger/Coca-Col,JTG-DaughertyRacing,Chevrolet,Oval,600
Charlotte,27,25,6,RyanNewman,KohlerGenerator,JackRoush,Ford,Oval,600
Charlotte,28,30,77,JustinHaley,Walmar,SpireMotorsports,Chevrolet,Oval,600
Charlotte,29,8,19,MartinTruexJr,BassProShopsRedWhite&Blu,JoeGibbs,Toyota,Oval,600
Charlotte,30,34,53,CodyWare,U.S.MarinesMilitarySalute,RickWare,Chevrolet,Oval,600
Charlotte,31,33,78,B.J.McLeod,SolomonPlumbing/DA-QuickCli,B.J.McLeod,Ford,Oval,600
Charlotte,32,32,0,QuinHouff,8BallChocolateWhiske,StarComRacing,Chevrolet,Oval,600
Charlotte,33,35,15,JamesDavison,NavyMilitarySalute,RickWare,Chevrolet,Oval,600
Charlotte,34,36,51,GarrettSmithley,AirForceMilitarySalute,RickWare,Chevrolet,Oval,600
Charlotte,35,37,52,JoshBilicki,U.S.ArmyMilitarySalute,RickWare,Ford,Oval,600
Charlotte,36,38,66,DavidStarr,RichardsonServic,CarlLong,Toyota,Oval,600
Charlotte,37,10,42,RossChastain,AdventHealt,ChipGanassi,Chevrolet,Oval,600
Charlotte,38,12,1,KurtBusch,GearWrenc,ChipGanassi,Chevrolet,Oval,600
Sonoma,1,1,5,KyleLarson,Hendrickcars.co,RickHendrick,Chevrolet,Road,232
Sonoma,2,2,9,ChaseElliott,NAPAAutoPart,RickHendrick,Chevrolet,Road,232
Sonoma,3,19,19,MartinTruexJr,BassProShop,JoeGibbs,Toyota,Road,232
Sonoma,4,13,22,JoeyLogano,AutoTrade,RogerPenske,Ford,Road,232
Sonoma,5,5,18,KyleBusch,SportClip,JoeGibbs,Toyota,Road,232
Sonoma,6,30,1,KurtBusch,MonsterEnerg,ChipGanassi,Chevrolet,Road,232
Sonoma,7,29,42,RossChastain,Clove,ChipGanassi,Chevrolet,Road,232
Sonoma,8,4,11,DennyHamlin,FedExExpres,JoeGibbs,Toyota,Road,232
Sonoma,9,7,48,AlexBowman,All,RickHendrick,Chevrolet,Road,232
Sonoma,10,11,12,RyanBlaney,DexImagin,RogerPenske,Ford,Road,232
Sonoma,11,18,43,ErikJones,BlackEntrepreneurInitiativ,RichardPettyMotorsports,Chevrolet,Road,232
Sonoma,12,16,99,DanielSuarez,CommScop,TrackhouseRacing,Chevrolet,Road,232
Sonoma,13,6,3,AustinDillon,CongressionalSportsmen'sFoundatio,RichardChildress,Chevrolet,Road,232
Sonoma,14,15,23,BubbaWallace,DoorDas,23XIRacing,Toyota,Road,232
Sonoma,15,9,2,BradKeselowski,America'sTir,RogerPenske,Ford,Road,232
Sonoma,16,12,17,ChrisBuescher,Fastena,JackRoush,Ford,Road,232
Sonoma,17,25,14,ChaseBriscoe,FordPerformanceRacingSchoo,StewartHaasRacing,Ford,Road,232
Sonoma,18,22,7,CoreyLaJoie,NationsGuar,SpireMotorsports,Chevrolet,Road,232
Sonoma,19,10,8,TylerReddick,ChildressVineyard,RichardChildress,Chevrolet,Road,232
Sonoma,20,23,41,ColeCuster,Autodesk/HaasTooling.co,StewartHaasRacing,Ford,Road,232
Sonoma,21,27,37,RyanPreece,Cottonell,JTG-DaughertyRacing,Chevrolet,Road,232
Sonoma,22,8,4,KevinHarvick,BuschLight#BeerOverWin,StewartHaasRacing,Ford,Road,232
Sonoma,23,17,21,MattDiBenedetto,Menards/Knau,WoodBrothers,Ford,Road,232
Sonoma,24,20,20,ChristopherBell,Rheem/SmurfitKapp,JoeGibbs,Toyota,Road,232
Sonoma,25,32,15,JamesDavison,SkipBarberRacingSchoo,RickWare,Chevrolet,Road,232
Sonoma,26,35,78,ScottHeckert,SurfaceSunscree,B.J.McLeod,Ford,Road,232
Sonoma,27,26,10,AricAlmirola,FarmerJoh,StewartHaasRacing,Ford,Road,232
Sonoma,28,21,34,MichaelMcDowell,Love'sTravelStop,BobJenkins,Ford,Road,232
