Track,EndingPosition,StartingPosition,CarNumber,Driver,Sponsor,Owner,CarManufacturer,TrackType,Length
Sonoma,20,19,7,CoreyLaJoie,SchluterSystems,SpireMotorsports,Chevrolet,Road,219
Sonoma,21,23,31,JustinHaley,Cirkul,MatthewKaulig,Chevrolet,Road,219
Sonoma,22,9,99,DanielSuarez,FreewayInsurance,TrackhouseRacing,Chevrolet,Road,219
Sonoma,23,27,77,TyDillon,NationsGuard,SpireMotorsports,Chevrolet,Road,219
Sonoma,24,32,51,ToddGilliland,Serial1E-Bikes,RickWare,Ford,Road,219
Sonoma,25,34,2,AustinCindric,America'sTire,RogerPenske,Ford,Road,219
Sonoma,26,35,42,GrantEnfinger,SunseekerResort,LegacyMotorClub,Chevrolet,Road,219
Sonoma,27,36,21,HarrisonBurton,DEXImaging,WoodBrothers,Ford,Road,219
Sonoma,28,20,10,AricAlmirola,Smithfield,StewartHaasRacing,Ford,Road,219
Sonoma,29,24,14,ChaseBriscoe,FordPerformanceRacingSchool,StewartHaasRacing,Ford,Road,219
Sonoma,30,29,78,JoshBilicki,ZeiglerAutoGroup,B.J.McLeod,Chevrolet,Road,219
Sonoma,31,31,12,RyanBlaney,MenardsMoen,RogerPenske,Ford,Road,219
Sonoma,32,28,43,ErikJones,Allegiant,LegacyMotorClub,Chevrolet,Road,219
Sonoma,33,2,45,TylerReddick,TheBeastUnleashed,23XIRacing,Toyota,Road,219
Sonoma,34,30,38,ZaneSmith,Wellcare,BobJenkins,Ford,Road,219
Sonoma,35,33,15,AndyLally,CampingWorld,RickWare,Ford,Road,219
Sonoma,36,1,11,DennyHamlin,SportClipsHaircuts,JoeGibbs,Toyota,Road,219
Nashville,1,1,1,RossChastain,WorldwideExpress,TrackhouseRacing,Chevrolet,Oval,400
Nashville,2,6,19,MartinTruexJr,BassProShops,JoeGibbs,Toyota,Oval,400
Nashville,3,8,11,DennyHamlin,FedExGround,JoeGibbs,Toyota,Oval,400
Nashville,4,14,9,ChaseElliott,NAPAAutoParts,RickHendrick,Chevrolet,Oval,400
Nashville,5,7,5,KyleLarson,HendrickCars.com,RickHendrick,Chevrolet,Oval,400
Nashville,6,5,24,WilliamByron,LibertyUniversity,RickHendrick,Chevrolet,Oval,400
Nashville,7,22,20,ChristopherBell,DEWALT,JoeGibbs,Toyota,Oval,400
Nashville,8,23,43,ErikJones,Allegiant,LegacyMotorClub,Chevrolet,Oval,400
Nashville,9,11,8,KyleBusch,Cheddar'sScratchKitchen,RichardChildress,Chevrolet,Oval,400
Nashville,10,19,16,A.J.Allmendinger,Celsius,MatthewKaulig,Chevrolet,Oval,400
Nashville,11,20,6,BradKeselowski,SolomonPlumbing,JackRoush,Ford,Oval,400
Nashville,12,10,99,DanielSuarez,TootsiesOrchidLounge,TrackhouseRacing,Chevrolet,Oval,400
Nashville,13,26,3,AustinDillon,HukPerformanceFishing,RichardChildress,Chevrolet,Oval,400
Nashville,14,16,54,TyGibbs,InterstateBatteries,JoeGibbs,Toyota,Oval,400
Nashville,15,9,23,BubbaWallace,McDonald's,23XIRacing,Toyota,Oval,400
Nashville,16,25,41,RyanPreece,MortonBuildings,StewartHaasRacing,Ford,Oval,400
Nashville,17,15,48,AlexBowman,Ally,RickHendrick,Chevrolet,Oval,400
Nashville,18,12,17,ChrisBuescher,Fastenal,JackRoush,Ford,Oval,400
Nashville,19,4,22,JoeyLogano,ShellPennzoil,RogerPenske,Ford,Oval,400
Nashville,20,36,7,CoreyLaJoie,GarnerTrucking,SpireMotorsports,Chevrolet,Oval,400
Nashville,21,31,21,HarrisonBurton,DEXImaging,WoodBrothers,Ford,Oval,400
Nashville,22,28,47,RickyStenhouseJr,Kroger/BallParkBuns,JTG-DaughertyRacing,Chevrolet,Oval,400
Nashville,23,3,31,JustinHaley,LeafFilterGutterProtection,MatthewKaulig,Chevrolet,Oval,400
Nashville,24,17,4,KevinHarvick,BuschLightPeach,StewartHaasRacing,Ford,Oval,400
Nashville,25,21,10,AricAlmirola,Smithfield,StewartHaasRacing,Ford,Oval,400
Nashville,26,30,42,NoahGragson,BlackRifleCoffeeCompany,LegacyMotorClub,Chevrolet,Oval,400
Nashville,27,24,2,AustinCindric,SnapOn,RogerPenske,Ford,Oval,400
Nashville,28,33,34,MichaelMcDowell,Love's/Fleetguard,BobJenkins,Ford,Oval,400
Nashville,29,29,51,J.J.Yeley,PatriotMobile,RickWare,Ford,Oval,400
Nashville,30,2,45,TylerReddick,TheBig615/MoneyLion,23XIRacing,Toyota,Oval,400
Nashville,31,18,14,ChaseBriscoe,MahindraTractors,StewartHaasRacing,Ford,Oval,400
Nashville,32,34,77,TyDillon,RazeTea,SpireMotorsports,Chevrolet,Oval,400
Nashville,33,32,15,BrennanPoole,MaccDoorSystems,RickWare,Ford,Oval,400
Nashville,34,35,78,JoshBilicki,ZeiglerAutoGroup,B.J.McLeod,Chevrolet,Oval,400
Nashville,35,27,38,ToddGilliland,Serial1E-Bikes,BobJenkins,Ford,Oval,400
Nashville,36,13,12,RyanBlaney,MenardsPennzoil,RogerPenske,Ford,Oval,400
Chicago,1,3,91,ShaneVanGisbergen,EnhanceHealth,TrackhouseRacing,Chevrolet,Road,167
Chicago,2,37,31,JustinHaley,BeneschLaw,MatthewKaulig,Chevrolet,Road,167
Chicago,3,26,9,ChaseElliott,Hooters,RickHendrick,Chevrolet,Road,167
Chicago,4,7,5,KyleLarson,HendrickCars.com,RickHendrick,Chevrolet,Road,167
Chicago,5,18,8,KyleBusch,3CHI,RichardChildress,Chevrolet,Road,167
Chicago,6,31,2,AustinCindric,DiscountTire,RogerPenske,Ford,Road,167
Chicago,7,6,34,MichaelMcDowell,ChicagoPneumaticCompressors,BobJenkins,Ford,Road,167
Chicago,8,9,22,JoeyLogano,ShellPennzoil,RogerPenske,Ford,Road,167
Chicago,9,12,54,TyGibbs,InterstateBatteries,JoeGibbs,Toyota,Road,167
Chicago,10,15,17,ChrisBuescher,Fastenal,JackRoush,Ford,Road,167
Chicago,11,1,11,DennyHamlin,Yahoo!,JoeGibbs,Toyota,Road,167
Chicago,12,24,10,AricAlmirola,Smithfield,StewartHaasRacing,Ford,Road,167
Chicago,13,22,24,WilliamByron,Valvoline,RickHendrick,Chevrolet,Road,167
Chicago,14,19,7,CoreyLaJoie,Celsius,SpireMotorsports,Chevrolet,Road,167
Chicago,15,28,41,RyanPreece,OperatingEngineers,StewartHaasRacing,Ford,Road,167
Chicago,16,21,43,ErikJones,DRAIVER,LegacyMotorClub,Chevrolet,Road,167
Chicago,17,10,16,A.J.Allmendinger,BathPlantbyBCIAcrylics,MatthewKaulig,Chevrolet,Road,167
Chicago,18,4,20,ChristopherBell,CRAFTSMANRacingforaMiracle,JoeGibbs,Toyota,Road,167
Chicago,19,25,38,ToddGilliland,gener8torSkills,BobJenkins,Ford,Road,167
Chicago,20,16,14,ChaseBriscoe,MahindraTractors,StewartHaasRacing,Ford,Road,167
Chicago,21,8,15,JensonButton,Mobil1,RickWare,Ford,Road,167
Chicago,22,34,1,RossChastain,AdventHealth,TrackhouseRacing,Chevrolet,Road,167
Chicago,23,27,78,JoshBilicki,ZeiglerAutoGroup,B.J.McLeod,Chevrolet,Road,167
Chicago,24,20,6,BradKeselowski,ElkGroveVillage,JackRoush,Ford,Road,167
Chicago,25,23,42,NoahGragson,Wendy's,LegacyMotorClub,Chevrolet,Road,167
Chicago,26,30,51,AndyLally,CampingWorld,RickWare,Ford,Road,167
Chicago,27,5,99,DanielSuarez,WorldwideExpress,TrackhouseRacing,Chevrolet,Road,167
Chicago,28,2,45,TylerReddick,MonsterEnergy,23XIRacing,Toyota,Road,167
Chicago,29,35,4,KevinHarvick,Gearwrench,StewartHaasRacing,Ford,Road,167
Chicago,30,32,21,HarrisonBurton,Motorcraft/QuickLane,WoodBrothers,Ford,Road,167
Chicago,31,14,23,BubbaWallace,McDonald's,23XIRacing,Toyota,Road,167
Chicago,32,11,19,MartinTruexJr,BassProShops,JoeGibbs,Toyota,Road,167
Chicago,33,17,12,RyanBlaney,MenardsDutchBoy,RogerPenske,Ford,Road,167
Chicago,34,36,47,RickyStenhouseJr,Mariano's/SunnyD,JTG-DaughertyRacing,Chevrolet,Road,167
Chicago,35,33,77,TyDillon,ChicagoWhiteSox,SpireMotorsports,Chevrolet,Road,167
Chicago,36,29,3,AustinDillon,GetBioethanol,RichardChildress,Chevrolet,Road,167
Chicago,37,13,48,AlexBowman,Ally,RickHendrick,Chevrolet,Road,167
Atlanta,1,18,24,WilliamByron,Axalta,RickHendrick,Chevrolet,SuperSpeedway,285
Atlanta,2,26,99,DanielSuarez,QuakerState,TrackhouseRacing,Chevrolet,SuperSpeedway,285
Atlanta,3,19,16,A.J.Allmendinger,Farmsmart,MatthewKaulig,Chevrolet,SuperSpeedway,285
Atlanta,4,20,34,MichaelMcDowell,Fr8Auctions.com,BobJenkins,Ford,SuperSpeedway,285
Atlanta,5,22,8,KyleBusch,Cheddar'sScratchKitchen,RichardChildress,Chevrolet,SuperSpeedway,285
Atlanta,6,11,6,BradKeselowski,CastrolEdge,JackRoush,Ford,SuperSpeedway,285
Atlanta,7,24,15,J.J.Yeley,PatriotMobile,RickWare,Ford,SuperSpeedway,285
Atlanta,8,17,31,JustinHaley,LeafFilterGutterProtection,MatthewKaulig,Chevrolet,SuperSpeedway,285
Atlanta,9,2,12,RyanBlaney,Wurth,RogerPenske,Ford,SuperSpeedway,285
Atlanta,10,29,47,RickyStenhouseJr,Kroger/SlimJim,JTG-DaughertyRacing,Chevrolet,SuperSpeedway,285
Atlanta,11,25,43,ErikJones,Allegiant,LegacyMotorClub,Chevrolet,SuperSpeedway,285
Atlanta,12,10,2,AustinCindric,MenardsQuakerState,RogerPenske,Ford,SuperSpeedway,285
Atlanta,13,23,9,ChaseElliott,NAPA/Children's,RickHendrick,Chevrolet,SuperSpeedway,285
Atlanta,14,14,11,DennyHamlin,Coca-Cola,JoeGibbs,Toyota,SuperSpeedway,285
Atlanta,15,15,17,ChrisBuescher,Fastenal,JackRoush,Ford,SuperSpeedway,285
Atlanta,16,9,38,ToddGilliland,GeorgiaPeanuts,BobJenkins,Ford,SuperSpeedway,285
Atlanta,17,4,22,JoeyLogano,ShellPennzoil,RogerPenske,Ford,SuperSpeedway,285
Atlanta,18,1,10,AricAlmirola,Smithfield/IHOP,StewartHaasRacing,Ford,SuperSpeedway,285
Atlanta,19,27,77,TyDillon,RazeEnergyBlueShock,SpireMotorsports,Chevrolet,SuperSpeedway,285
Atlanta,20,35,78,B.J.McLeod,Gunk,B.J.McLeod,Chevrolet,SuperSpeedway,285
Atlanta,21,33,3,AustinDillon,DowSalutesVeterans,RichardChildress,Chevrolet,SuperSpeedway,285
Atlanta,22,3,14,ChaseBriscoe,MagicalVacationPlanner,StewartHaasRacing,Ford,SuperSpeedway,285
Atlanta,23,34,20,ChristopherBell,Rheem,JoeGibbs,Toyota,SuperSpeedway,285
Atlanta,24,13,41,RyanPreece,SonyMobileES,StewartHaasRacing,Ford,SuperSpeedway,285
Atlanta,25,37,23,BubbaWallace,Leidos,23XIRacing,Toyota,SuperSpeedway,285
Atlanta,26,36,48,AlexBowman,Ally,RickHendrick,Chevrolet,SuperSpeedway,285
Atlanta,27,12,45,TylerReddick,TheBeastUnleashed,23XIRacing,Toyota,SuperSpeedway,285
Atlanta,28,5,21,HarrisonBurton,DEXImaging,WoodBrothers,Ford,SuperSpeedway,285
Atlanta,29,16,19,MartinTruexJr,Auto-OwnersInsurance,JoeGibbs,Toyota,SuperSpeedway,285
Atlanta,30,6,4,KevinHarvick,HuntBrothersPizza,StewartHaasRacing,Ford,SuperSpeedway,285
Atlanta,31,28,7,CoreyLaJoie,Gainbridge,SpireMotorsports,Chevrolet,SuperSpeedway,285
Atlanta,32,21,51,ColeCuster,JacobCompanies,RickWare,Ford,SuperSpeedway,285
Atlanta,33,31,42,NoahGragson,SunseekerResort,LegacyMotorClub,Chevrolet,SuperSpeedway,285
Atlanta,34,7,54,TyGibbs,HeGetsUs,JoeGibbs,Toyota,SuperSpeedway,285
Atlanta,35,30,1,RossChastain,WorldwideExpress,TrackhouseRacing,Chevrolet,SuperSpeedway,285
Atlanta,36,8,5,KyleLarson,HendrickCars.com,RickHendrick,Chevrolet,SuperSpeedway,285
Atlanta,37,32,62,AustinHill,BennettTransportation/Beard,BeardMotorsports,Chevrolet,SuperSpeedway,285
Loudon,1,2,19,MartinTruexJr,Reser'sFineFoods,JoeGibbs,Toyota,Oval,318
Loudon,2,4,22,JoeyLogano,ShellPennzoil,RogerPenske,Ford,Oval,318
Loudon,3,15,5,KyleLarson,Valvoline,RickHendrick,Chevrolet,Oval,318
Loudon,4,13,4,KevinHarvick,BuschLight,StewartHaasRacing,Ford,Oval,318
Loudon,5,9,6,BradKeselowski,BuildSubmarines.com,JackRoush,Ford,Oval,318
Loudon,6,6,45,TylerReddick,DraftKingsNetwork,23XIRacing,Toyota,Oval,318
Loudon,7,20,11,DennyHamlin,MavisTires&Brakes,JoeGibbs,Toyota,Oval,318
Loudon,8,8,23,BubbaWallace,DraftKings,23XIRacing,Toyota,Oval,318
Loudon,9,11,3,AustinDillon,BassProShopsClub,RichardChildress,Chevrolet,Oval,318
Loudon,10,27,14,ChaseBriscoe,Mobil1GenG,StewartHaasRacing,Ford,Oval,318
Loudon,11,30,43,ErikJones,Allegiant,LegacyMotorClub,Chevrolet,Oval,318
Loudon,12,18,9,ChaseElliott,NAPAAutoParts,RickHendrick,Chevrolet,Oval,318
Loudon,13,17,34,MichaelMcDowell,ThePeteStore,BobJenkins,Ford,Oval,318
Loudon,14,25,48,AlexBowman,Ally,RickHendrick,Chevrolet,Oval,318
Loudon,15,26,17,ChrisBuescher,Fastenal,JackRoush,Ford,Oval,318
Loudon,16,12,99,DanielSuarez,SLAM!Foundation,TrackhouseRacing,Chevrolet,Oval,318
Loudon,17,19,31,JustinHaley,CampersInnRV,MatthewKaulig,Chevrolet,Oval,318
Loudon,18,16,47,RickyStenhouseJr,Kroger/Drumstick,JTG-DaughertyRacing,Chevrolet,Oval,318
Loudon,19,14,16,A.J.Allmendinger,NutrienAgSolutions,MatthewKaulig,Chevrolet,Oval,318
Loudon,20,28,21,HarrisonBurton,Motorcraft/QuickLane,WoodBrothers,Ford,Oval,318
Loudon,21,23,38,ToddGilliland,A&WRootBeerFloat,BobJenkins,Ford,Oval,318
Loudon,22,5,12,RyanBlaney,MenardsSylvania,RogerPenske,Ford,Oval,318
Loudon,23,31,1,RossChastain,Kubota,TrackhouseRacing,Chevrolet,Oval,318
Loudon,24,7,24,WilliamByron,RaptorTough.com,RickHendrick,Chevrolet,Oval,318
Loudon,25,22,2,AustinCindric,AutoTrader,RogerPenske,Ford,Oval,318
Loudon,26,35,77,TyDillon,FerrisCommercialMowers,SpireMotorsports,Chevrolet,Oval,318
Loudon,27,36,54,TyGibbs,HeGetsUs,JoeGibbs,Toyota,Oval,318
Loudon,28,21,41,RyanPreece,MohawkNortheast,StewartHaasRacing,Ford,Oval,318
Loudon,29,1,20,ChristopherBell,Rheem/Watts,JoeGibbs,Toyota,Oval,318
Loudon,30,33,15,RyanNewman,PartsPlus,RickWare,Ford,Oval,318
Loudon,31,32,78,B.J.McLeod,CircleBDiecast,B.J.McLeod,Chevrolet,Oval,318
Loudon,32,29,42,NoahGragson,SunseekerResort,LegacyMotorClub,Chevrolet,Oval,318
Loudon,33,24,7,CoreyLaJoie,SchluterSystems,SpireMotorsports,Chevrolet,Oval,318
Loudon,34,3,10,AricAlmirola,Smithfield,StewartHaasRacing,Ford,Oval,318
Loudon,35,34,51,ColeCuster,Biohaven/JacobCo.,RickWare,Ford,Oval,318
Loudon,36,10,8,KyleBusch,Lenovo,RichardChildress,Chevrolet,Oval,318
Pocono,1,8,11,DennyHamlin,MavisTires&Brakes,JoeGibbs,Toyota,Oval,400
Pocono,2,7,45,TylerReddick,JordanBrand,23XIRacing,Toyota,Oval,400
Pocono,3,2,19,MartinTruexJr,InterstateBatteries,JoeGibbs,Toyota,Oval,400
Pocono,4,4,4,KevinHarvick,BuschLightPeach,StewartHaasRacing,Ford,Oval,400
Pocono,5,11,54,TyGibbs,HeGetsUs,JoeGibbs,Toyota,Oval,400
Pocono,6,5,20,ChristopherBell,Yahoo!,JoeGibbs,Toyota,Oval,400
Pocono,7,22,47,RickyStenhouseJr,BlueBuffalo,JTG-DaughertyRacing,Chevrolet,Oval,400
Pocono,8,26,21,HarrisonBurton,DEXImaging,WoodBrothers,Ford,Oval,400
Pocono,9,24,43,ErikJones,U.S.AirForce,LegacyMotorClub,Chevrolet,Oval,400
Pocono,10,35,9,ChaseElliott,NAPAAutoParts,RickHendrick,Chevrolet,Oval,400
Pocono,11,10,23,BubbaWallace,Leidos,23XIRacing,Toyota,Oval,400
Pocono,12,27,10,AricAlmirola,Ford,StewartHaasRacing,Ford,Oval,400
Pocono,13,21,1,RossChastain,WorldwideExpress,TrackhouseRacing,Chevrolet,Oval,400
Pocono,14,1,24,WilliamByron,RaptorTough.com,RickHendrick,Chevrolet,Oval,400
Pocono,15,36,38,ToddGilliland,SpeedyCash,BobJenkins,Ford,Oval,400
Pocono,16,13,6,BradKeselowski,King'sHawaiian,JackRoush,Ford,Oval,400
Pocono,17,16,16,A.J.Allmendinger,ActionIndustries,MatthewKaulig,Chevrolet,Oval,400
Pocono,18,18,17,ChrisBuescher,WyndhamRewards,JackRoush,Ford,Oval,400
Pocono,19,15,34,MichaelMcDowell,Benebone,BobJenkins,Ford,Oval,400
Pocono,20,3,5,KyleLarson,HendrickCars.com,RickHendrick,Chevrolet,Oval,400
Pocono,21,25,8,KyleBusch,Lenovo,RichardChildress,Chevrolet,Oval,400
Pocono,22,32,42,NoahGragson,SunseekerResort,LegacyMotorClub,Chevrolet,Oval,400
Pocono,23,9,2,AustinCindric,MenardsLibman,RogerPenske,Ford,Oval,400
Pocono,24,20,48,AlexBowman,AllyBestFriends,RickHendrick,Chevrolet,Oval,400
Pocono,25,31,51,ColeCuster,JacobCompanies,RickWare,Ford,Oval,400
Pocono,26,28,15,J.J.Yeley,PatriotMobile,RickWare,Ford,Oval,400
Pocono,27,12,7,CoreyLaJoie,TDBank,SpireMotorsports,Chevrolet,Oval,400
Pocono,28,33,77,TyDillon,Gainbridge,SpireMotorsports,Chevrolet,Oval,400
Pocono,29,29,14,ChaseBriscoe,HighPoint.com,StewartHaasRacing,Ford,Oval,400
Pocono,30,14,12,RyanBlaney,AdvanceAutoParts,RogerPenske,Ford,Oval,400
Pocono,31,34,41,RyanPreece,MohawkNortheast,StewartHaasRacing,Ford,Oval,400
Pocono,32,30,78,B.J.McLeod,B'laster,B.J.McLeod,Chevrolet,Oval,400
Pocono,33,19,31,JustinHaley,LeafFilterGutterProtection,MatthewKaulig,Chevrolet,Oval,400
Pocono,34,23,3,AustinDillon,BREZTRI,RichardChildress,Chevrolet,Oval,400
Pocono,35,6,22,JoeyLogano,VerizonFrontline,RogerPenske,Ford,Oval,400
Pocono,36,17,99,DanielSuarez,Jockey,TrackhouseRacing,Chevrolet,Oval,400
Richmond,1,26,17,ChrisBuescher,Fastenal,JackRoush,Ford,Oval,300
Richmond,2,3,11,DennyHamlin,MavisTires&Brakes,JoeGibbs,Toyota,Oval,300
Richmond,3,2,8,KyleBusch,XWorldWallet,RichardChildress,Chevrolet,Oval,300
Richmond,4,23,22,JoeyLogano,ShellPennzoil,RogerPenske,Ford,Oval,300
Richmond,5,11,41,RyanPreece,UnitedRentals,StewartHaasRacing,Ford,Oval,300
Richmond,6,13,6,BradKeselowski,BuildSubmarines.com,JackRoush,Ford,Oval,300
Richmond,7,10,19,MartinTruexJr,BassProShops,JoeGibbs,Toyota,Oval,300
Richmond,8,24,10,AricAlmirola,Smithfield,StewartHaasRacing,Ford,Oval,300
Richmond,9,17,3,AustinDillon,BassProShopsClub,RichardChildress,Chevrolet,Oval,300
Richmond,10,8,4,KevinHarvick,Rheem,StewartHaasRacing,Ford,Oval,300
Richmond,11,20,14,ChaseBriscoe,RushTruckCenters,StewartHaasRacing,Ford,Oval,300
Richmond,12,5,23,BubbaWallace,McDonald's,23XIRacing,Toyota,Oval,300
Richmond,13,4,9,ChaseElliott,UniFirst,RickHendrick,Chevrolet,Oval,300
Richmond,14,25,12,RyanBlaney,BodyArmor,RogerPenske,Ford,Oval,300
Richmond,15,7,54,TyGibbs,HeGetsUs,JoeGibbs,Toyota,Oval,300
Richmond,16,1,45,TylerReddick,Xfinity10GNetwork,23XIRacing,Toyota,Oval,300
Richmond,17,9,47,RickyStenhouseJr,Kleenex,JTG-DaughertyRacing,Chevrolet,Oval,300
Richmond,18,15,48,AlexBowman,Ally,RickHendrick,Chevrolet,Oval,300
Richmond,19,14,5,KyleLarson,HendrickCars.com,RickHendrick,Chevrolet,Oval,300
Richmond,20,29,20,ChristopherBell,MacTools,JoeGibbs,Toyota,Oval,300
Richmond,21,6,24,WilliamByron,LibertyUniversity,RickHendrick,Chevrolet,Oval,300
Richmond,22,18,34,MichaelMcDowell,StageFront.VIP,BobJenkins,Ford,Oval,300
Richmond,23,27,43,ErikJones,Allegiant,LegacyMotorClub,Chevrolet,Oval,300
Richmond,24,19,1,RossChastain,WorldwideExpress,TrackhouseRacing,Chevrolet,Oval,300
Richmond,25,16,38,ToddGilliland,SpeedyCash,BobJenkins,Ford,Oval,300
Richmond,26,30,2,AustinCindric,MenardsJackLinks,RogerPenske,Ford,Oval,300
Richmond,27,36,16,A.J.Allmendinger,ActionIndustries,MatthewKaulig,Chevrolet,Oval,300
Richmond,28,12,42,NoahGragson,SunseekerResort,LegacyMotorClub,Chevrolet,Oval,300
Richmond,29,32,51,RyanNewman,PartsPlus/Biohaven,RickWare,Ford,Oval,300
Richmond,30,28,31,JustinHaley,LeafFilterGutterProtection,MatthewKaulig,Chevrolet,Oval,300
Richmond,31,22,21,HarrisonBurton,DEXImaging,WoodBrothers,Ford,Oval,300
Richmond,32,31,7,CoreyLaJoie,FOE,SpireMotorsports,Chevrolet,Oval,300
Richmond,33,33,99,DanielSuarez,Jockey,TrackhouseRacing,Chevrolet,Oval,300
Richmond,34,34,77,TyDillon,Gainbridge,SpireMotorsports,Chevrolet,Oval,300
Richmond,35,35,15,J.J.Yeley,PatriotMobile,RickWare,Ford,Oval,300
Richmond,36,21,78,B.J.McLeod,FREEDOMWORKSHERE.COM,B.J.McLeod,Chevrolet,Oval,300
Michigan,1,4,17,ChrisBuescher,CastrolEdge,JackRoush,Ford,Oval,400
Michigan,2,5,19,MartinTruexJr,Auto-OwnersInsurance,JoeGibbs,Toyota,Oval,400
Michigan,3,13,11,DennyHamlin,MavisTires&Brakes,JoeGibbs,Toyota,Oval,400
Michigan,4,12,6,BradKeselowski,Nexlizet,JackRoush,Ford,Oval,400
Michigan,5,17,5,KyleLarson,HendrickCars.com,RickHendrick,Chevrolet,Oval,400
Michigan,6,14,99,DanielSuarez,WorldwideExpress,TrackhouseRacing,Chevrolet,Oval,400
Michigan,7,2,1,RossChastain,Jockey,TrackhouseRacing,Chevrolet,Oval,400
Michigan,8,22,4,KevinHarvick,BuschLightPeach,StewartHaasRacing,Ford,Oval,400
Michigan,9,9,12,RyanBlaney,MenardsKnauf,RogerPenske,Ford,Oval,400
Michigan,10,25,43,ErikJones,Allegiant,LegacyMotorClub,Chevrolet,Oval,400
Michigan,11,3,54,TyGibbs,MonsterEnergy,JoeGibbs,Toyota,Oval,400
Michigan,12,20,2,AustinCindric,DiscountTire,RogerPenske,Ford,Oval,400
Michigan,13,1,20,ChristopherBell,Rheem,JoeGibbs,Toyota,Oval,400
Michigan,14,6,22,JoeyLogano,ShellPennzoil,RogerPenske,Ford,Oval,400
Michigan,15,31,7,CoreyLaJoie,GarnerTrucking,SpireMotorsports,Chevrolet,Oval,400
Michigan,16,18,10,AricAlmirola,Smithfield,StewartHaasRacing,Ford,Oval,400
Michigan,17,29,21,HarrisonBurton,Ford20YearSrMasterTechs,WoodBrothers,Ford,Oval,400
Michigan,18,11,23,BubbaWallace,DoorDash,23XIRacing,Toyota,Oval,400
Michigan,19,15,3,AustinDillon,DowMobilityScience,RichardChildress,Chevrolet,Oval,400
Michigan,20,34,77,TyDillon,FerrisCommercialMowers,SpireMotorsports,Chevrolet,Oval,400
Michigan,21,27,47,RickyStenhouseJr,Kroger/MinuteRice,JTG-DaughertyRacing,Chevrolet,Oval,400
Michigan,22,28,41,RyanPreece,UnitedRentals,StewartHaasRacing,Ford,Oval,400
Michigan,23,26,31,JustinHaley,LeafFilterGutterProtection,MatthewKaulig,Chevrolet,Oval,400
Michigan,24,23,34,MichaelMcDowell,Love's/MTS,BobJenkins,Ford,Oval,400
Michigan,25,33,51,ColeCuster,Biohaven/JacobCo.,RickWare,Ford,Oval,400
Michigan,26,24,16,A.J.Allmendinger,Farmsmart,MatthewKaulig,Chevrolet,Oval,400
Michigan,27,36,15,J.J.Yeley,GrillBlazers,RickWare,Ford,Oval,400
Michigan,28,30,62,AustinHill,BennettTransportation/Beard,BeardMotorsports,Chevrolet,Oval,400
Michigan,29,32,38,ToddGilliland,ChicagoPneumaticCompressors,BobJenkins,Ford,Oval,400
Michigan,30,16,45,TylerReddick,RocketLeague,23XIRacing,Toyota,Oval,400
Michigan,31,21,14,ChaseBriscoe,MahindraTractors,StewartHaasRacing,Ford,Oval,400
Michigan,32,37,78,JoshBilicki,ZeiglerAutoGroup,B.J.McLeod,Chevrolet,Oval,400
Michigan,33,19,48,AlexBowman,AllyxDetroitPistons,RickHendrick,Chevrolet,Oval,400
Michigan,34,35,42,JoshBerry,SunseekerResort,LegacyMotorClub,Chevrolet,Oval,400
Michigan,35,7,24,WilliamByron,LibertyUniversity,RickHendrick,Chevrolet,Oval,400
Michigan,36,10,9,ChaseElliott,NAPAAutoParts,RickHendrick,Chevrolet,Oval,400
Michigan,37,8,8,KyleBusch,KwikTrip|KwikStar,RichardChildress,Chevrolet,Oval,400
Indianapolis,1,4,34,MichaelMcDowell,HorizonHobby,BobJenkins,Ford,Oval,200
Indianapolis,2,3,9,ChaseElliott,NAPAAutoParts,RickHendrick,Chevrolet,Oval,200
Indianapolis,3,1,99,DanielSuarez,Freeway.com,TrackhouseRacing,Chevrolet,Oval,200
Indianapolis,4,2,45,TylerReddick,SiriusXMRadio,23XIRacing,Toyota,Oval,200
Indianapolis,5,9,48,AlexBowman,Ally,RickHendrick,Chevrolet,Oval,200
Indianapolis,6,13,14,ChaseBriscoe,HighPoint.com,StewartHaasRacing,Ford,Oval,200
Indianapolis,7,12,19,MartinTruexJr,Auto-OwnersInsurance,JoeGibbs,Toyota,Oval,200
Indianapolis,8,6,5,KyleLarson,HendrickCars.com,RickHendrick,Chevrolet,Oval,200
Indianapolis,9,7,20,ChristopherBell,Rheem/PSCIndustriesâ€“JohnsManville,JoeGibbs,Toyota,Oval,200
Indianapolis,10,8,91,ShaneVanGisbergen,EnhanceHealth,TrackhouseRacing,Chevrolet,Oval,200
Indianapolis,11,17,17,ChrisBuescher,CastrolEdge,JackRoush,Ford,Oval,200
Indianapolis,12,10,54,TyGibbs,MonsterEnergy,JoeGibbs,Toyota,Oval,200
Indianapolis,13,16,12,RyanBlaney,MenardsAtlas,RogerPenske,Ford,Oval,200
Indianapolis,14,39,24,WilliamByron,RaptorTough.com,RickHendrick,Chevrolet,Oval,200
Indianapolis,15,20,2,AustinCindric,DiscountTire,RogerPenske,Ford,Oval,200
Indianapolis,16,27,3,AustinDillon,CowboyChannel,RichardChildress,Chevrolet,Oval,200
Indianapolis,17,21,1,RossChastain,WorldwideExpress,TrackhouseRacing,Chevrolet,Oval,200
Indianapolis,18,19,23,BubbaWallace,MoneyLion,23XIRacing,Toyota,Oval,200
