Track,Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts,Track Type
Martinsville,6,1,22,JoeyLogano,Shell/Pennzoil(RogerPenske),Ford,500,running,6,33,0,Oval
Martinsville,7,23,20,ChristopherBell,Toyota(JoeGibbs),Toyota,500,running,9,31,0,Oval
Martinsville,8,13,8,TylerReddick,ChildressVineyards(RichardChildress),Chevrolet,500,running,0,32,0,Oval
Martinsville,9,9,4,KevinHarvick,BuschNA(StewartHaasRacing),Ford,500,running,0,28,0,Oval
Martinsville,10,12,18,KyleBusch,SnickersPeanutBrownieSquares(JoeGibbs),Toyota,500,running,0,29,0,Oval
Martinsville,11,4,12,RyanBlaney,Menards/Pennzoil(RogerPenske),Ford,500,running,157,46,2,Oval
Martinsville,12,22,21,MattDiBenedetto,Motorcraft/QuickLane(WoodBrothers),Ford,500,running,0,25,0,Oval
Martinsville,13,15,17,ChrisBuescher,Fastenal/Georgia-Pacific(JackRoush),Ford,500,running,0,24,0,Oval
Martinsville,14,18,3,AustinDillon,AmericanEthanol(RichardChildress),Chevrolet,500,running,0,23,0,Oval
Martinsville,15,6,47,RickyStenhouseJr,Kroger/Crest(JTG-DaughertyRacing),Chevrolet,500,running,0,22,0,Oval
Martinsville,16,25,23,BubbaWallace,DoorDash(23XIRacing),Toyota,500,running,23,21,0,Oval
Martinsville,17,27,42,RossChastain,ChevroletAccessories(ChipGanassi),Chevrolet,500,running,0,20,0,Oval
Martinsville,18,26,41,ColeCuster,HaasTooling.com(StewartHaasRacing),Ford,500,running,0,19,0,Oval
Martinsville,19,8,6,RyanNewman,GuaranteedRate(JackRoush),Ford,499,running,0,18,0,Oval
Martinsville,20,31,10,AricAlmirola,SmithfieldAnytimeFavorites(StewartHaasRacing),Ford,499,running,0,17,0,Oval
Martinsville,21,21,1,KurtBusch,GearWrench(ChipGanassi),Chevrolet,498,running,0,17,0,Oval
Martinsville,22,37,15,JamesDavison,JacobCompanies(RickWare),Chevrolet,494,running,0,15,0,Oval
Martinsville,23,33,52,JoshBilicki,InsuranceKing(RickWare),Ford,493,running,0,14,0,Oval
Martinsville,24,29,0,QuinHouff,GardnerMarsh(StarComRacing),Chevrolet,493,running,0,13,0,Oval
Martinsville,25,28,53,J.J.Yeley,FatboyIceCream(RickWare),Chevrolet,492,running,0,0,0,Oval
Martinsville,26,35,38,AnthonyAlfredo,iRacing(BobJenkins),Ford,492,running,0,11,0,Oval
Martinsville,27,24,14,ChaseBriscoe,RushTruckCenters(StewartHaasRacing),Ford,491,running,0,10,0,Oval
Martinsville,28,32,51,CodyWare,NurtecODT(RickWare),Chevrolet,490,running,0,0,0,Oval
Martinsville,29,36,78,B.J.McLeod,CorvetteParts.net(B.J.McLeod),Ford,478,running,0,0,0,Oval
Martinsville,30,16,43,ErikJones,Petty'sGarage(RichardPettyMotorsports),Chevrolet,403,reargear,0,7,0,Oval
Martinsville,31,14,34,MichaelMcDowell,FR8Auctions(BobJenkins),Ford,387,crash,0,6,0,Oval
Martinsville,32,11,99,DanielSuarez,CampingWorld(TrackhouseRacing),Chevrolet,386,crash,0,-5,0,Oval
Martinsville,33,10,2,BradKeselowski,AutoTrader(RogerPenske),Ford,385,crash,0,12,0,Oval
Martinsville,34,20,48,AlexBowman,Ally(RickHendrick),Chevrolet,384,crash,0,13,0,Oval
Martinsville,35,30,77,JustinHaley,DiamondCreekWater(SpireMotorsports),Chevrolet,383,crash,0,0,0,Oval
Martinsville,36,17,37,RyanPreece,LouisianaHotSauce(JTG-DaughertyRacing),Chevrolet,382,crash,0,1,0,Oval
Martinsville,37,34,7,CoreyLaJoie,Ark.io(SpireMotorsports),Chevrolet,374,crash,0,1,0,Oval
Richmond,1,24,48,AlexBowman,Ally(RickHendrick),Chevrolet,400,running,10,51,5,Oval
Richmond,2,2,11,DennyHamlin,FedExGround(JoeGibbs),Toyota,400,running,207,55,2,Oval
Richmond,3,5,22,JoeyLogano,Shell/Pennzoil(RogerPenske),Ford,400,running,49,50,0,Oval
Richmond,4,8,20,ChristopherBell,SiriusXM(JoeGibbs),Toyota,400,running,0,40,0,Oval
Richmond,5,1,19,MartinTruexJr,Auto-OwnersInsurance(JoeGibbs),Toyota,400,running,107,50,0,Oval
Richmond,6,22,10,AricAlmirola,Smithfield(StewartHaasRacing),Ford,400,running,0,32,0,Oval
Richmond,7,4,24,WilliamByron,LibertyUniversity(RickHendrick),Chevrolet,400,running,0,40,0,Oval
Richmond,8,10,18,KyleBusch,M&M'sRedNoseDay(JoeGibbs),Toyota,400,running,1,33,0,Oval
Richmond,9,16,21,MattDiBenedetto,Menards/Libman(WoodBrothers),Ford,400,running,0,33,0,Oval
Richmond,10,11,3,AustinDillon,Chevrolet(RichardChildress),Chevrolet,400,running,1,30,0,Oval
Richmond,11,7,12,RyanBlaney,BodyArmor(RogerPenske),Ford,400,running,0,32,0,Oval
Richmond,12,3,9,ChaseElliott,NAPAAutoParts(RickHendrick),Chevrolet,400,running,0,25,0,Oval
Richmond,13,17,1,KurtBusch,TubiTV(ChipGanassi),Chevrolet,400,running,0,24,0,Oval
Richmond,14,20,2,BradKeselowski,DiscountTire(RogerPenske),Ford,400,running,25,25,0,Oval
Richmond,15,18,42,RossChastain,McDonald's(ChipGanassi),Chevrolet,399,running,0,22,0,Oval
Richmond,16,27,99,DanielSuarez,CampingWorld(TrackhouseRacing),Chevrolet,399,running,0,21,0,Oval
Richmond,17,14,47,RickyStenhouseJr,Kroger/NatureValley(JTG-DaughertyRacing),Chevrolet,399,running,0,20,0,Oval
Richmond,18,6,5,KyleLarson,HendrickCars.com(RickHendrick),Chevrolet,398,running,0,19,0,Oval
Richmond,19,30,43,ErikJones,MedallionBank(RichardPettyMotorsports),Chevrolet,398,running,0,18,0,Oval
Richmond,20,13,8,TylerReddick,CAT#WhatPowersYou(RichardChildress),Chevrolet,398,running,0,17,0,Oval
Richmond,21,36,7,CoreyLaJoie,SchluterSystems(SpireMotorsports),Chevrolet,398,running,0,16,0,Oval
Richmond,22,26,14,ChaseBriscoe,GlobalMustangWeek(StewartHaasRacing),Ford,398,running,0,15,0,Oval
Richmond,23,21,41,ColeCuster,HaasTooling.com(StewartHaasRacing),Ford,398,running,0,14,0,Oval
Richmond,24,9,4,KevinHarvick,HuntBrothersPizza(StewartHaasRacing),Ford,397,running,0,20,0,Oval
Richmond,25,12,17,ChrisBuescher,FifthThirdBank(JackRoush),Ford,397,running,0,12,0,Oval
Richmond,26,15,23,BubbaWallace,RootInsurance(23XIRacing),Toyota,397,running,0,11,0,Oval
Richmond,27,23,34,MichaelMcDowell,Love'sTravelStops/Speedco(BobJenkins),Ford,396,running,0,10,0,Oval
Richmond,28,38,33,AustinCindric,Verizon5G(RogerPenske),Ford,396,running,0,0,0,Oval
Richmond,29,25,37,RyanPreece,MaxwellHouse(JTG-DaughertyRacing),Chevrolet,396,running,0,8,0,Oval
Richmond,30,19,6,RyanNewman,OscarMayerBacon(JackRoush),Ford,395,running,0,7,0,Oval
Richmond,31,29,38,AnthonyAlfredo,MDS(BobJenkins),Ford,395,running,0,6,0,Oval
Richmond,32,35,78,B.J.McLeod,SurfaceSunscreen(B.J.McLeod),Ford,393,running,0,0,0,Oval
Richmond,33,28,15,JamesDavison,JacobCompanies(RickWare),Chevrolet,390,running,0,4,0,Oval
Richmond,34,32,0,QuinHouff,Mount-N-Lock(StarComRacing),Chevrolet,390,running,0,3,0,Oval
Richmond,35,37,53,GarrettSmithley,TrophyTractor(RickWare),Chevrolet,389,running,0,0,0,Oval
Richmond,36,33,51,CodyWare,NurtecODT(RickWare),Chevrolet,385,running,0,0,0,Oval
Richmond,37,31,52,JoshBilicki,InsuranceKing(RickWare),Ford,384,running,0,1,0,Oval
Richmond,38,34,77,JustinHaley,DiamondCreekWater(SpireMotorsports),Chevrolet,1,engine,0,0,0,Oval
Talladega,1,10,2,BradKeselowski,MoneyLion(RogerPenske),Ford,191,running,1,49,5,Oval
Talladega,2,4,24,WilliamByron,LibertyUniversity(RickHendrick),Chevrolet,191,running,12,41,0,Oval
Talladega,3,23,34,MichaelMcDowell,Love'sTravelStops/Speedco(BobJenkins),Ford,191,running,0,45,0,Oval
Talladega,4,16,4,KevinHarvick,BuschDogBrew(StewartHaasRacing),Ford,191,running,12,35,0,Oval
Talladega,5,13,21,MattDiBenedetto,Motorcraft/QuickLane(WoodBrothers),Ford,191,running,28,42,1,Oval
Talladega,6,38,16,KazGrala,Chevrolet/Hyperice(MatthewKaulig),Chevrolet,191,running,0,31,0,Oval
Talladega,7,20,8,TylerReddick,Roland(RichardChildress),Chevrolet,191,running,0,30,0,Oval
Talladega,8,11,3,AustinDillon,BassProShops/TrackerOffRoad(RichardChildress),Chevrolet,191,running,0,29,0,Oval
Talladega,9,7,12,RyanBlaney,Menards/Sylvania(RogerPenske),Ford,191,running,11,42,0,Oval
Talladega,10,27,41,ColeCuster,HaasTooling.com(StewartHaasRacing),Ford,191,running,0,27,0,Oval
Talladega,11,25,14,ChaseBriscoe,RushTruckCenters/Cummins(StewartHaasRacing),Ford,191,running,1,26,0,Oval
Talladega,12,30,38,AnthonyAlfredo,SpeedyCash(BobJenkins),Ford,191,running,0,25,0,Oval
Talladega,13,28,6,RyanNewman,Castrol(JackRoush),Ford,191,running,2,24,0,Oval
Talladega,14,29,37,RyanPreece,Kroger/Reese's(JTG-DaughertyRacing),Chevrolet,191,running,9,29,0,Oval
Talladega,15,14,10,AricAlmirola,Smithfield(StewartHaasRacing),Ford,191,running,16,22,0,Oval
Talladega,16,18,42,RossChastain,Caregility/Yorktel(ChipGanassi),Chevrolet,191,running,12,21,0,Oval
Talladega,17,6,20,ChristopherBell,DeWalt(JoeGibbs),Toyota,191,running,2,23,0,Oval
Talladega,18,9,18,KyleBusch,InterstateBatteries(JoeGibbs),Toyota,191,running,6,26,0,Oval
Talladega,19,24,23,BubbaWallace,DoorDash(23XIRacing),Toyota,191,running,16,28,1,Oval
Talladega,20,39,96,HarrisonBurton,DexImaging(GauntBrothers),Toyota,191,running,0,0,0,Oval
Talladega,21,21,17,ChrisBuescher,Fastenal/Milwaukee(JackRoush),Ford,191,running,0,25,0,Oval
Talladega,22,26,7,CoreyLaJoie,FoxNation(SpireMotorsports),Chevrolet,191,running,0,15,0,Oval
Talladega,23,19,99,DanielSuarez,CommScope(TrackhouseRacing),Chevrolet,191,running,0,14,0,Oval
Talladega,24,8,9,ChaseElliott,NAPAAutoParts(RickHendrick),Chevrolet,191,running,3,21,0,Oval
Talladega,25,31,78,B.J.McLeod,Long-LewisAutomotiveGroup(B.J.McLeod),Ford,191,running,0,0,0,Oval
Talladega,26,37,15,J.J.Yeley,ArrowheadBrass(RickWare),Chevrolet,191,running,0,0,0,Oval
Talladega,27,22,43,ErikJones,U.S.AirForceTuskegeeAirmen(RichardPettyMotorsports),Chevrolet,190,crash,7,10,0,Oval
Talladega,28,33,51,CodyWare,NurtecODT(RickWare),Chevrolet,190,running,0,0,0,Oval
Talladega,29,40,66,TimmyHill,SupremeTransportation(CarlLong),Ford,190,running,0,0,0,Oval
Talladega,30,34,77,JustinHaley,FOE(SpireMotorsports),Chevrolet,190,running,0,0,0,Oval
Talladega,31,3,19,MartinTruexJr,BassProShops(JoeGibbs),Toyota,189,running,0,6,0,Oval
Talladega,32,1,11,DennyHamlin,FedExGround(JoeGibbs),Toyota,188,running,43,12,0,Oval
Talladega,33,17,47,RickyStenhouseJr,NOSEnergyDrink(JTG-DaughertyRacing),Chevrolet,186,running,0,7,0,Oval
Talladega,34,35,28,JoeyGase,RegisterMeDaveyAllisonTribute(RickWare),Ford,186,running,0,0,0,Oval
Talladega,35,15,1,KurtBusch,MonsterEnergy(ChipGanassi),Chevrolet,185,running,0,2,0,Oval
Talladega,36,36,52,JoshBilicki,JacobCompanies(RickWare),Ford,180,running,0,1,0,Oval
Talladega,37,32,0,QuinHouff,Permatex(StarComRacing),Chevrolet,168,crash,0,1,0,Oval
Talladega,38,5,48,AlexBowman,Ally(RickHendrick),Chevrolet,123,dvp,0,5,0,Oval
Talladega,39,2,22,JoeyLogano,Autotrader(RogerPenske),Ford,59,crash,10,1,0,Oval
Talladega,40,12,5,KyleLarson,Hendrickcars.com(RickHendrick),Chevrolet,3,engine,0,1,0,Oval
Kansas,1,9,18,KyleBusch,M&M'sMix(JoeGibbs),Toyota,267,running,20,59,6,Oval
Kansas,2,4,4,KevinHarvick,BuschLightForTheFarmers(StewartHaasRacing),Ford,267,running,0,40,0,Oval
Kansas,3,1,2,BradKeselowski,Verizon5G(RogerPenske),Ford,267,running,72,48,0,Oval
Kansas,4,5,21,MattDiBenedetto,Dickies/Menards(WoodBrothers),Ford,267,running,0,33,0,Oval
Kansas,5,17,9,ChaseElliott,UniFirst(RickHendrick),Chevrolet,267,running,0,43,0,Oval
Kansas,6,15,19,MartinTruexJr,Auto-OwnersInsurance(JoeGibbs),Toyota,267,running,0,35,0,Oval
Kansas,7,11,8,TylerReddick,ChildressVineyards(RichardChildress),Chevrolet,267,running,0,41,0,Oval
Kansas,8,16,17,ChrisBuescher,AutoTempest(JackRoush),Ford,267,running,13,29,0,Oval
Kansas,9,2,24,WilliamByron,Axalta(RickHendrick),Chevrolet,267,running,0,34,0,Oval
Kansas,10,6,3,AustinDillon,BassProShops/TrackerOffRoad(RichardChildress),Chevrolet,267,running,0,27,0,Oval
Kansas,11,21,99,DanielSuarez,CampingWorld(TrackhouseRacing),Chevrolet,267,running,0,26,0,Oval
Kansas,12,20,11,DennyHamlin,FedExFreight(JoeGibbs),Toyota,267,running,7,35,0,Oval
Kansas,13,3,34,MichaelMcDowell,CarParts.com(BobJenkins),Ford,267,running,0,24,0,Oval
Kansas,14,24,42,RossChastain,Clover(ChipGanassi),Chevrolet,267,running,0,23,0,Oval
Kansas,15,28,1,KurtBusch,MonsterEnergy(ChipGanassi),Chevrolet,267,running,0,22,0,Oval
Kansas,16,14,6,RyanNewman,Hy-Vee(JackRoush),Ford,267,running,0,21,0,Oval
Kansas,17,29,22,JoeyLogano,AAAInsurance(RogerPenske),Ford,267,running,0,20,0,Oval
Kansas,18,25,48,AlexBowman,Ally(RickHendrick),Chevrolet,267,running,0,19,0,Oval
Kansas,19,32,5,KyleLarson,HendrickCars.com(RickHendrick),Chevrolet,267,running,132,37,1,Oval
Kansas,20,19,14,ChaseBriscoe,HighPoint.com(StewartHaasRacing),Ford,267,running,0,17,0,Oval
Kansas,21,7,12,RyanBlaney,Menards/Moen(RogerPenske),Ford,267,running,0,24,0,Oval
Kansas,22,38,33,AustinCindric,MoneyLion(RogerPenske),Ford,267,running,0,0,0,Oval
Kansas,23,22,38,AnthonyAlfredo,DudeWipes(BobJenkins),Ford,266,running,0,14,0,Oval
Kansas,24,10,41,ColeCuster,HaasTooling.com(StewartHaasRacing),Ford,266,running,0,13,0,Oval
Kansas,25,27,43,ErikJones,BlackEntrepreneurInitiative(RichardPettyMotorsports),Chevrolet,266,running,0,12,0,Oval
Kansas,26,13,23,BubbaWallace,Dr.PepperZeroSugar(23XIRacing),Toyota,266,running,0,11,0,Oval
Kansas,27,26,7,CoreyLaJoie,NationsGuard(SpireMotorsports),Chevrolet,265,running,0,10,0,Oval
Kansas,28,8,20,ChristopherBell,Rheem(JoeGibbs),Toyota,265,running,0,12,0,Oval
Kansas,29,18,10,AricAlmirola,Smithfield/PriceChopper(StewartHaasRacing),Ford,264,running,0,8,0,Oval
Kansas,30,31,77,JustinHaley,NASCARTrucksatKnoxville(SpireMotorsports),Chevrolet,263,running,0,0,0,Oval
Kansas,31,30,78,B.J.McLeod,Celsius(B.J.McLeod),Ford,260,running,0,0,0,Oval
Kansas,32,12,37,RyanPreece,NatureValley(JTG-DaughertyRacing),Chevrolet,259,crash,0,5,0,Oval
Kansas,33,36,53,GarrettSmithley,SmartSanitizer(RickWare),Chevrolet,259,running,0,0,0,Oval
Kansas,34,23,47,RickyStenhouseJr,Kroger/Energizer(JTG-DaughertyRacing),Chevrolet,258,crash,23,3,0,Oval
Kansas,35,35,15,JoeyGase,ExploreBranson(RickWare),Chevrolet,258,running,0,0,0,Oval
Kansas,36,33,51,CodyWare,NurtecODT(RickWare),Chevrolet,257,running,0,0,0,Oval
Kansas,37,34,0,QuinHouff,8BallChocolateWhiskey(StarComRacing),Chevrolet,256,running,0,1,0,Oval
Kansas,38,39,55,MattMills,SiebertElectric/J.F.Electric(B.J.McLeod),Ford,255,running,0,0,0,Oval
Kansas,39,37,52,JoshBilicki,RBRAviation(RickWare),Ford,250,running,0,1,0,Oval
Darlington,1,4,19,MartinTruexJr,Auto-OwnersInsurance(JoeGibbs),Toyota,293,running,248,60,7,#N/A
Darlington,2,14,5,KyleLarson,HendrickCars.comThrowback(RickHendrick),Chevrolet,293,running,0,48,0,#N/A
Darlington,3,3,18,KyleBusch,M&M's(JoeGibbs),Toyota,293,running,9,43,0,#N/A
Darlington,4,5,24,WilliamByron,ValvolineThrowback(RickHendrick),Chevrolet,293,running,0,43,0,#N/A
Darlington,5,7,11,DennyHamlin,SportClips(JoeGibbs),Toyota,293,running,5,48,0,#N/A
Darlington,6,2,4,KevinHarvick,Mobil1Throwback(StewartHaasRacing),Ford,293,running,10,37,0,#N/A
Darlington,7,6,9,ChaseElliott,HootersThrowback(RickHendrick),Chevrolet,293,running,0,33,0,#N/A
Darlington,8,16,12,RyanBlaney,AdvanceAutoParts(RogerPenske),Ford,293,running,0,35,0,#N/A
Darlington,9,11,17,ChrisBuescher,FifthThirdBank(JackRoush),Ford,293,running,1,29,0,#N/A
Darlington,10,20,6,RyanNewman,KohlerGenerators(JackRoush),Ford,292,running,0,27,0,#N/A
Darlington,11,22,14,ChaseBriscoe,HighPoint.comThrowback(StewartHaasRacing),Ford,292,running,0,26,0,#N/A
Darlington,12,10,8,TylerReddick,QuartzHillRecords(RichardChildress),Chevrolet,292,running,2,36,0,#N/A
Darlington,13,12,22,JoeyLogano,Shell/Pennzoil(RogerPenske),Ford,292,running,0,33,0,#N/A
Darlington,14,21,20,ChristopherBell,Rheem(JoeGibbs),Toyota,292,running,3,28,0,#N/A
Darlington,15,18,42,RossChastain,McDonald's(ChipGanassi),Chevrolet,291,running,10,22,0,#N/A
Darlington,16,9,3,AustinDillon,BassProShops(RichardChildress),Chevrolet,291,running,0,21,0,#N/A
Darlington,17,19,48,AlexBowman,AllyThrowback(RickHendrick),Chevrolet,291,running,0,21,0,#N/A
Darlington,18,26,43,ErikJones,STP(RichardPettyMotorsports),Chevrolet,291,running,0,19,0,#N/A
Darlington,19,8,21,MattDiBenedetto,Menards/DutchBoy(WoodBrothers),Ford,290,running,0,18,0,#N/A
Darlington,20,28,47,RickyStenhouseJr,Kroger/Tide(JTG-DaughertyRacing),Chevrolet,290,running,0,17,0,#N/A
Darlington,21,23,23,BubbaWallace,RootInsurance(23XIRacing),Toyota,290,running,0,16,0,#N/A
Darlington,22,30,7,CoreyLaJoie,InMemoryofAlanKulwicki(SpireMotorsports),Chevrolet,290,running,0,15,0,#N/A
Darlington,23,15,99,DanielSuarez,CampingWorldThrowback(TrackhouseRacing),Chevrolet,290,running,0,14,0,#N/A
Darlington,24,1,2,BradKeselowski,Freightliner(RogerPenske),Ford,290,running,4,13,0,#N/A
Darlington,25,29,37,RyanPreece,Velveeta(JTG-DaughertyRacing),Chevrolet,290,running,0,12,0,#N/A
Darlington,26,25,38,AnthonyAlfredo,WeCare(BobJenkins),Ford,289,running,0,11,0,#N/A
Darlington,27,13,34,MichaelMcDowell,Fr8Auctions(BobJenkins),Ford,288,running,0,10,0,#N/A
Darlington,28,31,77,JustinHaley,FOEMother'sDay(SpireMotorsports),Chevrolet,288,running,0,0,0,#N/A
Darlington,29,34,53,J.J.Yeley,FatBoyIceCream(RickWare),Chevrolet,286,running,0,0,0,#N/A
Darlington,30,35,0,QuinHouff,BosKlein/RCA(StarComRacing),Chevrolet,286,running,0,7,0,#N/A
Darlington,31,36,15,JamesDavison,HopeGiversThrowback(RickWare),Chevrolet,286,running,0,6,0,#N/A
Darlington,32,32,78,B.J.McLeod,CorvetteParts.net/KeenParts(B.J.McLeod),Ford,285,running,0,0,0,#N/A
Darlington,33,37,52,JoshBilicki,InsuranceKingThrowback(RickWare),Ford,245,running,0,4,0,#N/A
Darlington,34,33,51,CodyWare,NurtecODTThrowback(RickWare),Chevrolet,188,driveshaft,1,0,0,#N/A
Darlington,35,17,1,KurtBusch,MonsterEnergy(ChipGanassi),Chevrolet,106,crash,0,2,0,#N/A
Darlington,36,24,41,ColeCuster,HaasTooling.comMother'sDay(StewartHaasRacing),Ford,97,crash,0,1,0,#N/A
Darlington,37,27,10,AricAlmirola,Smithfield/Winn-Dixie(StewartHaasRacing),Ford,5,crash,0,1,0,#N/A
Dover,1,16,48,AlexBowman,Ally(RickHendrick),Chevrolet,400,running,98,51,5,Road
Dover,2,4,5,KyleLarson,NationsGuard(RickHendrick),Chevrolet,400,running,263,55,2,Road
Dover,3,8,9,ChaseElliott,NAPAAutoParts(RickHendrick),Chevrolet,400,running,0,50,0,Road
Dover,4,3,24,WilliamByron,Axalta(RickHendrick),Chevrolet,400,running,21,45,0,Road
Dover,5,9,22,JoeyLogano,Shell/Pennzoil(RogerPenske),Ford,400,running,0,36,0,Road
Dover,6,5,4,KevinHarvick,HuntBrothersPizza(StewartHaasRacing),Ford,400,running,0,42,0,Road
Dover,7,2,11,DennyHamlin,FedExOffice(JoeGibbs),Toyota,400,running,2,45,0,Road
Dover,8,12,8,TylerReddick,CATLinkageParts(RichardChildress),Chevrolet,400,running,0,30,0,Road
Dover,9,24,99,DanielSuarez,CommScope(TrackhouseRacing),Chevrolet,400,running,0,28,0,Road
Dover,10,30,41,ColeCuster,HaasTooling.com(StewartHaasRacing),Ford,400,running,0,27,0,Road
Dover,11,22,23,BubbaWallace,McDonald's(23XIRacing),Toyota,400,running,0,26,0,Road
Dover,12,7,12,RyanBlaney,Menards/CardellCabinetry(RogerPenske),Ford,400,running,0,33,0,Road
Dover,13,28,1,KurtBusch,Yorktel/Caregility(ChipGanassi),Chevrolet,400,running,0,28,0,Road
Dover,14,14,3,AustinDillon,HukPerformanceFishing(RichardChildress),Chevrolet,400,running,0,25,0,Road
Dover,15,19,42,RossChastain,MooseFraternity(ChipGanassi),Chevrolet,400,running,0,22,0,Road
Dover,16,15,2,BradKeselowski,Wurth/UTI(RogerPenske),Ford,400,running,0,25,0,Road
Dover,17,10,17,ChrisBuescher,Fastenal(JackRoush),Ford,400,running,0,22,0,Road
Dover,18,25,37,RyanPreece,Thomas'EnglishMuffins(JTG-DaughertyRacing),Chevrolet,399,running,0,19,0,Road
Dover,19,1,19,MartinTruexJr,Reser'sFineFoods(JoeGibbs),Toyota,399,running,16,18,0,Road
Dover,20,20,47,RickyStenhouseJr,Bush'sBeans(JTG-DaughertyRacing),Chevrolet,399,running,0,17,0,Road
Dover,21,11,20,ChristopherBell,StanleyTools(JoeGibbs),Toyota,396,running,0,16,0,Road
Dover,22,23,43,ErikJones,MedallionBank(RichardPettyMotorsports),Chevrolet,396,running,0,15,0,Road
Dover,23,13,6,RyanNewman,GuaranteedRate(JackRoush),Ford,396,running,0,14,0,Road
Dover,24,18,21,MattDiBenedetto,Motorcraft/QuickLane(WoodBrothers),Ford,395,running,0,13,0,Road
Dover,25,21,34,MichaelMcDowell,ResolveFinance(BobJenkins),Ford,395,running,0,12,0,Road
Dover,26,26,7,CoreyLaJoie,DrydenePerformanceProducts(SpireMotorsports),Chevrolet,393,running,0,11,0,Road
Dover,27,6,18,KyleBusch,M&M'sMix(JoeGibbs),Toyota,393,running,0,10,0,Road
Dover,28,27,38,AnthonyAlfredo,SpeedyCash(BobJenkins),Ford,392,running,0,9,0,Road
Dover,29,35,0,QuinHouff,Reliant/Verkada(StarComRacing),Chevrolet,388,running,0,8,0,Road
Dover,30,29,77,JoshBerry,DiamondCreekWater(SpireMotorsports),Chevrolet,388,running,0,0,0,Road
Dover,31,34,51,CodyWare,NurtecODT(RickWare),Chevrolet,387,running,0,0,0,Road
Dover,32,36,53,GarrettSmithley,RichMarFlorists(RickWare),Chevrolet,383,running,0,0,0,Road
Dover,33,33,15,JamesDavison,SmartSanitizer(RickWare),Chevrolet,382,running,0,4,0,Road
Dover,34,37,52,JoshBilicki,Bullshooter.com(RickWare),Ford,381,running,0,3,0,Road
Dover,35,17,14,ChaseBriscoe,FordPerformanceRacingSchool(StewartHaasRacing),Ford,335,running,0,2,0,Road
Dover,36,31,78,B.J.McLeod,SurfaceSunscreen/KoolboxIce(B.J.McLeod),Ford,334,engine,0,0,0,Road
Dover,37,32,10,AricAlmirola,Smithfield/WeisMarkets(StewartHaasRacing),Ford,300,crash,0,1,0,Road
Austin,1,8,9,ChaseElliott,Llumar(RickHendrick),Chevrolet,54,running,5,49,5,#N/A
Austin,2,2,5,KyleLarson,Hendrickcars.com(RickHendrick),Chevrolet,54,running,4,47,0,#N/A
Austin,3,6,22,JoeyLogano,Shell/Pennzoil(RogerPenske),Ford,54,running,14,44,1,#N/A
Austin,4,20,42,RossChastain,Clover(ChipGanassi),Chevrolet,54,running,4,36,0,#N/A
Austin,5,7,16,A.J.Allmendinger,Hyperice(MatthewKaulig),Chevrolet,54,running,0,0,0,#N/A
Austin,6,27,14,ChaseBriscoe,HighPoint.com(StewartHaasRacing),Ford,54,running,0,37,0,#N/A
Austin,7,23,34,MichaelMcDowell,OutWestExpress(BobJenkins),Ford,54,running,3,39,0,#N/A
Austin,8,12,48,AlexBowman,Ally(RickHendrick),Chevrolet,54,running,3,30,0,#N/A
Austin,9,1,8,TylerReddick,Cheddar'sScratchKitchen(RichardChildress),Chevrolet,54,running,0,36,0,#N/A
Austin,10,4,18,KyleBusch,M&M'sMix(JoeGibbs),Toyota,54,running,12,39,1,#N/A
Austin,11,5,24,WilliamByron,LibertyUniversity(RickHendrick),Chevrolet,54,running,0,26,0,#N/A
Austin,12,16,3,AustinDillon,Workrise(RichardChildress),Chevrolet,54,running,0,25,0,#N/A
Austin,13,28,17,ChrisBuescher,AutoTempest(JackRoush),Ford,54,running,0,29,0,#N/A
Austin,14,19,11,DennyHamlin,FedExGround(JoeGibbs),Toyota,54,running,0,23,0,#N/A
Austin,15,36,37,RyanPreece,LouisianaHotSauce(JTG-DaughertyRacing),Chevrolet,54,running,2,26,0,#N/A
Austin,16,29,43,ErikJones,BlackEntrepreneurInitiative(RichardPettyMotorsports),Chevrolet,54,running,0,21,0,#N/A
Austin,17,9,12,RyanBlaney,BodyArmor(RogerPenske),Ford,54,running,0,20,0,#N/A
Austin,18,37,38,AnthonyAlfredo,MDS(BobJenkins),Ford,54,running,0,19,0,#N/A
Austin,19,24,2,BradKeselowski,ThomasBuiltBuses(RogerPenske),Ford,54,running,0,18,0,#N/A
Austin,20,25,7,CoreyLaJoie,SchluterSystems(SpireMotorsports),Chevrolet,54,running,0,23,0,#N/A
Austin,21,33,96,TyDillon,BassProShops/BlackRifleCoffee(GauntBrothers),Toyota,54,running,0,0,0,#N/A
Austin,22,22,47,RickyStenhouseJr,Kroger/LouisianaHotSauce(JTG-DaughertyRacing),Chevrolet,54,running,0,15,0,#N/A
Austin,23,21,21,MattDiBenedetto,Menards/QuakerState(WoodBrothers),Ford,54,running,0,15,0,#N/A
Austin,24,34,6,RyanNewman,GuaranteedRate(JackRoush),Ford,54,running,0,13,0,#N/A
Austin,25,3,33,AustinCindric,Pirtek(RogerPenske),Ford,54,running,4,0,0,#N/A
Austin,26,26,10,AricAlmirola,Smithfield(StewartHaasRacing),Ford,54,running,0,11,0,#N/A
Austin,27,13,1,KurtBusch,MonsterEnergy(ChipGanassi),Chevrolet,54,running,0,18,0,#N/A
